concept_id,text,text_alt,romanization_national,ipa,literal,confidence,provenance
rail-station-words.ticket-gate,ბილეთის კონტროლი,,biletis kontroli,biletʰis kʼontʼroli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.platform,ბაქანი,,bakani,bakʰani,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.ticket-office,სალარო,,salaro,salaro,the ticket window,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.waiting-room,მოსაცდელი,,mosatsdeli,mosatsʰdeli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.train-number,მატარებლის ნომერი,,matareblis nomeri,matʼareblis nomeri,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.carriage,ვაგონი,,vagoni,vaɡoni,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.seat,ადგილი,,adgili,adɡili,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.last-train,ბოლო მატარებელი,,bolo matarebeli,bolo matʼarebeli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.delayed,აგვიანებს,,agvianebs,aɡvianebs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.final-stop,ბოლო გაჩერება,,bolo gachereba,bolo ɡatʃʰereba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
common-signs.open-on,ღიაა,,ghiaa,ɣiaa,the sign,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.closed-off,დაკეტილია,,daketilia,dakʼetʼilia,the sign,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.occupied,დაკავებულია,,dakavebulia,dakʼavebulia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.vacant,თავისუფალია,,tavisupalia,tʰavisupʰalia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.caution,ყურადღება,,quradgheba,qʼuradɣeba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.no-entry,შესვლა აკრძალულია,,shesvla akrdzalulia,ʃesvla akʼrdzalulia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.no-smoking,მოწევა აკრძალულია,,motseva akrdzalulia,motsʼeva akʼrdzalulia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.no-photography,ფოტოს გადაღება აკრძალულია,,potos gadagheba akrdzalulia,pʰotʼos ɡadaɣeba akʼrdzalulia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.do-not-touch,ხელს არ ახლოთ,,khels ar akhlot,xels ar axlotʰ,do not put a hand to it,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.temporarily-closed,დროებით დაკეტილია,,droebit daketilia,droebitʰ dakʼetʼilia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.open-operating,მუშაობს,,mushaobs,muʃaobs,it is working,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.closed,არ მუშაობს,,ar mushaobs,ar muʃaobs,it is not working,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
common-signs.stopped-stop,გაჩერება,,gachereba,ɡatʃʰereba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
transit-rides.do-i-need-to-validate,ეს ბილეთი უნდა გავააქტიურო?,,es bileti unda gavaaktiuro?,es biletʰi unda ɡavaakʰtʼiuro,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.ticket-validator,ბილეთის ვალიდატორი,,biletis validatori,biletʰis validatʼori,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
common-signs.pork-code,B2 · BPK · bakso,,B2 · BPK · bakso,,"the codes an Indonesian sign uses for pork, kept in Latin because the row is the code",2,"Indonesian food-labelling practice, as recorded in the `id` pack"
rail-station-words.fare,მგზავრობის ფასი,,mgzavrobis pasi,mɡzavrobis pʰasi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
