concept_id,text,text_alt,romanization_national,ipa,literal,confidence,provenance
children.high-chair,ბავშვის სკამი გაქვთ?,,bavshvis skami gakvt?,bavʃvis skʼami ɡakʰvtʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.baby-changing-room,სად არის ბავშვის გამოსაცვლელი ოთახი?,,sad aris bavshvis gamosatsvleli otakhi?,sad aris bavʃvis ɡamosatsʰvleli otʰaxi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.childrens-menu,საბავშვო მენიუ არის?,,sabavshvo meniu aris?,sabavʃvo meniu aris,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.suitable-for-children,ეს ბავშვებისთვის შესაფერისია?,,es bavshvebistvis shesaperisia?,es bavʃvebistʰvis ʃesapʰerisia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.minimum-age,რა არის მინიმალური ასაკი?,,ra aris minimaluri asaki?,ra aris minimaluri asakʼi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.do-children-pay,ბავშვები იხდიან?,,bavshvebi ikhdian?,bavʃvebi ixdian,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.crib,საბავშვო საწოლი გაქვთ?,,sabavshvo satsoli gakvt?,sabavʃvo satsʼoli ɡakʰvtʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.warm-this-bottle,"ეს ბოთლი გააცხელეთ, თუ შეიძლება",,"es botli gaatskhelet, tu sheidzleba","es botʰli ɡaatsʰxeletʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.car-seat,ბავშვის სავარძელი გვჭირდება,,bavshvis savardzeli gvchirdeba,bavʃvis savardzeli ɡvtʃʼirdeba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.stroller,საბავშვო ეტლი,,sabavshvo etli,sabavʃvo etʼli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
children.playground,სათამაშო მოედანი არის?,,satamasho moedani aris?,satʰamaʃo moedani aris,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
social-basics.politeness-particles,"ტაის თავაზიანობა: თითქმის ყველა წინადადება დაასრულეთ სიტყვით khrap, თუ კაცი ხართ, და kha, თუ ქალი. ქალი, როცა კითხვას სვამს, kha-ს ამბობს ამწევი ტონით. ამ ბარათის სტრიქონებში ეს ნაწილაკი არ არის, ასე რომ თავად დაუმატეთ.",,"tais tavazianoba: titkmis qvela tsinadadeba daasrulet sitqvit khrap, tu katsi khart, da kha, tu kali. kali, rotsa kitkhvas svams, kha-s ambobs amtsevi tonit. am baratis strikonebshi es natsilaki ar aris, ase rom tavad daumatet.",,"the Thai politeness particle, quoted in Latin letters the way the Lao pack does",2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995)"
board-answers.there-is-no-wait,"რიგი არ არის, ახლა შემოდით",,"rigi ar aris, akhla shemodit","riɡi ar aris, axla ʃemoditʰ",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.none-of-these,"აქ ის არ არის, რის თქმაც მინდა",,"ak is ar aris, ris tkmats minda","akʰ is ar aris, ris tʰkʰmatsʰ minda",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.it-is-closed,დახურულია,,dakhurulia,daxurulia,lit. 'it is shut'; distinct from the sign's არ მუშაობს 'not operating',2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.we-do-not-have-it,ეს არ გვაქვს,,es ar gvakvs,es ar ɡvakʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.card-or-cash,ბარათით თუ ნაღდი ფულით?,,baratit tu naghdi pulit?,baratʰitʰ tʰu naɣdi pʰulitʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.please-wait,"ერთი წუთი, თუ შეიძლება",,"erti tsuti, tu sheidzleba","ertʰi tsʼutʰi, tʰu ʃeidzleba","nominal 'one moment, if you please'; distinct from communication.please-wait-a-moment's imperative მოიცადეთ",2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.it-is-over-there,იქ არის,,ik aris,ikʰ aris,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-will-show-you,გზას გაჩვენებთ,,gzas gachvenebt,ɡzas ɡatʃʰvenebtʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.how-many,რამდენი გინდათ?,,ramdeni gindat?,ramdeni ɡindatʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.not-possible,ეს შეუძლებელია,,es sheudzlebelia,es ʃeudzlebelia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.say-it-again,კიდევ ერთხელ?,,kidev ertkhel?,kʼidev ertʰxel,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-will-write-it-down,დავწერ,,davtser,davtsʼer,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-am-calling-an-ambulance,სასწრაფოს ვურეკავ,,sastsrapos vurekav,sastsʼrapʰos vurekʼav,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-am-calling-the-police,პოლიციას ვურეკავ,,politsias vurekav,pʼolitsʰias vurekʼav,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;matches police-consulate.i-am-calling-the-police;ipa=ka-g2p"
board-answers.help-is-coming,დახმარება მოდის,,dakhmareba modis,daxmareba modis,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.where-does-it-hurt,სად გტკივა?,,sad gtkiva?,sad ɡtʼkʼiva,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.can-you-walk,ფეხით სიარული შესაძლებელია?,,pekhit siaruli shesadzlebelia?,pʰexitʰ siaruli ʃesadzlebelia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.stay-here,აქ დარჩენა უმჯობესია,,ak darchena umjobesia,akʰ dartʃʰena umdʒobesia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.what-is-your-name,სახელი რა არის?,,sakheli ra aris?,saxeli ra aris,impersonal; drops the polite second-person verb გქვიათ that introductions.what-is-your-name uses,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.the-hospital-is-close,საავადმყოფო ახლოს არის,,saavadmqopo akhlos aris,saavadmqʼopʰo axlos aris,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-do-not-have-a-phone,ტელეფონი არ მაქვს,,teleponi ar makvs,tʼelepʰoni ar makʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
board-answers.i-will-find-someone,"ვიპოვი ვინმეს, ვისაც დახმარება შეეძლება",,"vipovi vinmes, visats dakhmareba sheedzleba","vipʼovi vinmes, visatsʰ daxmareba ʃeedzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);board-answers-v1;ipa=ka-g2p"
