concept_id,text,text_alt,romanization_elot,ipa,literal,confidence,provenance
police-consulate.i-am-calling-the-police,Καλώ την αστυνομία,Θα καλέσω την αστυνομία,Kalo tin astynomia,kalˈo tin ˌastinomˈia,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.am-i-under-arrest,Με συλλαμβάνετε;,Είμαι υπό κράτηση;,Me syllamvanete;,me sˌilamvˈanetˌe,Are you arresting me?,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.no-thank-you-i-am-not-interested,"Όχι, ευχαριστώ, δεν με ενδιαφέρει",,"Ochi, efcharisto, den me endiaferei","ˈoçi, ˌefxaɾistˈo, ðˈen me ˌenðiafˈeɾi",,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.someone-attacked-me,Μου επιτέθηκε κάποιος,Δέχτηκα επίθεση,Mou epitethike kapoios,mu ˌepitˈeθicˌe kˈapiˌos,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.i-did-not-agree-to-this-price,Δεν συμφώνησα σε αυτήν την τιμή,,Den symfonisa se aftin tin timi,ðˈen simfˈonisˌa se aftˈin din dimˈi,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.please-write-the-report-number,Γράψτε μου τον αριθμό πρωτοκόλλου,Γράψτε μου τον αριθμό της δήλωσης,Grapste mou ton arithmo protokollou,ɣɾˈapste mu ton ˌaɾiθmˈo pɾˌotokˈolu,Please write the protocol (file) number,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.it-happened-here,Έγινε εδώ,Συνέβη εδώ,Egine edo,ˈejinˌe eðˈo,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.may-i-have-a-copy-of-the-report,Μπορώ να έχω αντίγραφο της βεβαίωσης;,Μπορώ να έχω αντίγραφο της δήλωσης;,Boro na echo antigrafo tis vevaiosis;,boɾˈo na ˈexo adˈiɣɾafˌo tiz vevˈeosˌis,May I have a copy of the certificate?,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.i-will-not-sign-anything-i-cannot-read,Δεν θα υπογράψω κάτι που δεν μπορώ να διαβάσω,,Den tha ypograpso kati pou den boro na diavaso,ðˈen θa ˌipoɣɾˈapso kˈati pu ðˈen boɾˈo na ðˌiavˈaso,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.am-i-free-to-go,Μπορώ να φύγω;,Είμαι ελεύθερος/η να φύγω;,Boro na fygo;,boɾˈo na fˈiɣo,,2,el-agent-v1;roman=elot743;ipa=espeak
police-consulate.i-do-not-want-to-go-with-you,Δεν θέλω να έρθω μαζί σας,,Den thelo na ertho mazi sas,ðˈen θˈelo na ˈeɾθo mazˈi sas,I do not want to come with you,2,el-agent-v1;roman=elot743;ipa=espeak
pharmacy-symptoms.i-think-i-have-dengue,Νομίζω ότι έχω δάγκειο πυρετό,,Nomizo oti echo dankeio pyreto,nomˈizo ˈoti ˈexo ðˈaŋɡço pˌiɾetˈo,,2,dengue-agent-v1;in-pack-frame;ipa=espeak
