concept_id,respell
laundry.detergent,oo duh-ter-ZHENG-tuh
introductions.i-am-a-tourist,soh too-REESH-tah
numbers-money.q,SEH-tuh
atm-cash.the-machine-is-out-of-service,ah MAH-kee-nah shtah FOH-rah duh ser-VEE-soo
social-basics.sorry,dish-KOOL-puh
communication.please-wait-a-moment,"oong moo-MENG-too, poor fah-VOR"
sim-data.does-it-need-registration,EH pruh-SEE-zoo huh-zheesh-TAR
etiquette.dressed-appropriately,shtoh vish-TEE-doo ah-duh-kwah-dah-MENG-tuh
children.do-children-pay,ahsh kree-ANG-sahsh PAH-gowng
time-scheduling.what-time-does-it-close,ah kee OH-rahsh FEH-shah
time-words.spring,ah pree-mah-VEH-rah
months.september,suh-TENG-broo
directions.can-i-walk-there,POH-soo EER ah PEH
quick-directions.in-front,ah FRENG-tuh
transit-rides.i-am-in-a-hurry,shtoh kong PREH-sah
border-customs.this-is-for-personal-use,EH PAH-rah OO-zoo puh-SWAL
rail-station-words.carriage,ah kah-HWAH-zheng
common-signs.do-not-touch,nowng too-KAR
utility-templates.how-much-is,KWANG-too KOOSH-tah {}
accessibility.help-me-carry,"ah-ZHOO-duh-muh ah luh-VAR EESH-too, poor fah-VOR"
toilets.may-i-have-the-toilet-key,POH-duh DAR-muh ah SHAH-vuh dah KAH-zah duh BAH-nyoo
pronouns-verbs.be-called-call,shah-MAR-suh
question-words.this,EESH-too
medical-conditions.i-carry-an-adrenaline-injector,TEH-nyoo OO-mah kah-NEH-tah duh ah-druh-nah-LEE-nah
pharmacy-symptoms.how-much-should-i-take,kuh kwang-tee-DAH-duh DEH-voo too-MAR
body-parts.arm,oo BRAH-soo
police-consulate.please-leave-me-alone,DAY-shuh-muh eng PASH
dietary-needs.i-do-not-eat,nowng KOH-moo {}
trail-words.down-downhill,ah dish-SEE-dah
weather.fog,oo nuh-voo-AY-roo
room-problems.the-heating-does-not-work,oo ah-kuh-see-MENG-too nowng foong-SYOH-nah
laundry.dry-cleaning,ah leeng-PEH-zah ah SEH-koo
introductions.this-is-my-husband-wife,oo MEH-oo mah-REE-doo / ah MEE-nyah moo-LYER
numbers-money.b,OY-too
atm-cash.please-give-me-smaller-notes,"NAW-tahzh MYSH puh-KEH-nahsh, poor fah-VOR"
social-basics.no-problem,nowng AH proo-BLEH-mah
communication.can-you-help-me,POH-duh ah-zhoo-DAR-muh
sim-data.i-have-no-signal,nowng TEH-nyoo HEH-duh
etiquette.did-not-mean-to-offend,"dish-KOOL-puh, nowng KEESH oh-feng-DER"
children.crib,teng BER-soo
time-words.summer,oo vuh-ROWNG
months.october,oh-TOO-broo
directions.how-far-is-it,ah kuh deesh-TANG-syah FEE-kah
quick-directions.behind,ah-TRAHSH
transit-rides.which-platform,kwal EH ah plah-tah-FOR-mah
border-customs.i-am-in-transit,shtoh eng TRANG-zee-too
rail-station-words.seat,oo loo-GAR
common-signs.temporarily-closed,eng-suh-HAH-doo teng-poo-rah-rya-MENG-tuh
utility-templates.is-this,EESH-too EH {}
accessibility.board-first,POH-soo eng-bar-KAR pree-MAY-roo
toilets.there-is-no-toilet-paper,nowng AH pah-PEL ee-ZHYEH-nee-koo
pronouns-verbs.have,TER
question-words.that,EE-soo
medical-conditions.i-take-medicine-for,TOH-moo muh-dee-kah-SOWNG PAH-rah {}
pharmacy-symptoms.i-am-vomiting,shtoh ah voo-mee-TAR
body-parts.foot,oo PEH
police-consulate.i-was-robbed,fwee hoh-BAH-doo
dietary-needs.i-am-allergic-to,soh ah-LEHR-zhee-koo ah {}
trail-words.one-way,SAW duh EE-dah
weather.heat,oo kah-LOR
laundry.dryer,ah MAH-kee-nah duh suh-KAR
introductions.this-is-my-daughter-son,ah MEE-nyah FEE-lyah / oo MEH-oo FEE-lyoo
numbers-money.ji,NAW-vuh
atm-cash.do-you-have-change,teng TROH-koo
social-basics.i-do-not-know,nowng SAY
communication.please-show-me-the-text,"MOSH-truh-muh oo TESH-too, poor fah-VOR"
sim-data.please-write-the-wifi-password,shKREH-vah ah pah-LAH-vrah-PAH-suh doo WY-fy
etiquette.what-is-customary,oo kee EH koosh-TOO-muh ah-KEE
children.warm-this-bottle,POH-duh ah-kuh-SER ESH-tuh bee-buh-ROWNG
time-words.fall,oo oh-TOH-noo
months.november,noo-VENG-broo
directions.which-exit,kuh sah-EE-dah
transit-rides.what-time-is-the-next-one,ah kee OH-rahzh EH oo PRAW-see-moo
border-customs.i-have-in-cash,TEH-nyoo {} eng dee-NYAY-roo
rail-station-words.last-train,oo OOL-tee-moo kong-BOY-oo
utility-templates.please,"{}, poor fah-VOR"
accessibility.door-width,kwal EH ah lar-GOO-rah dah POR-tah
toilets.toilet-paper,pah-PEL ee-ZHYEH-nee-koo
pronouns-verbs.do-not-have,nowng TER
question-words.here,ah-KEE
medical-conditions.i-take-blood-thinners,TOH-moo ang-tee-kwah-goo-LANG-tish
pharmacy-symptoms.rehydration-salts,sighsh duh hay-drah-tah-SOWNG oh-RAL
body-parts.hand,ah MOWNG
police-consulate.i-want-a-lawyer,KEH-roo oong ad-voo-GAH-doo
trail-words.round-trip,EE-dah ee VOL-tah
weather.cold,oo FREE-oo
laundry.coin-operated,foong-SYOH-nah ah MWEH-dahsh
introductions.i-am-traveling-alone,VYAH-zhoo soo-ZEE-nyoo
numbers-money.sh,DEHSH
atm-cash.may-i-pay-in,POH-soo pah-GAR eng {}
sim-data.sim-card,oo kar-TOWNG SEENG
etiquette.keep-the-change,FEE-kuh kong oo TROH-koo
children.car-seat,pruh-see-ZAH-moosh duh OO-mah kah-DAY-rah OW-too
time-words.winter,oo eeng-VEHR-noo
months.december,duh-ZENG-broo
directions.can-you-show-me-the-way,POH-duh eeng-dee-KAR-muh oo kah-MEE-nyoo
transit-rides.i-went-past-my-stop,pah-SAY ah MEE-nyah pah-RAH-zheng
border-customs.this-is-a-gift,EH oong pruh-ZENG-tuh
rail-station-words.delayed,ah-trah-ZAH-doo
utility-templates.i-am-looking-for,proo-KOO-roo {}
accessibility.wheelchair-width,ah MEE-nyah kah-DAY-rah duh HOH-dahsh teng {} seng-TEE-muh-troosh duh lar-GOO-rah
toilets.it-is-out-of-order,shtah ah-vah-RYAH-doo
pronouns-verbs.go,EER
question-words.there,ah-LEE
medical-conditions.medicine-allergy,ah-lehr-ZHEE-ah ah muh-dee-kah-MENG-toosh: {}
pharmacy-symptoms.how-many-times-a-day,KWANG-tahzh VEH-zish poor DEE-ah
body-parts.knee,oo zhoo-EH-lyoo
police-consulate.please-notify-my-consulate,"ah-VEE-zuh oo MEH-oo kong-soo-LAH-doo, poor fah-VOR"
weather.humid,OO-mee-doo
numbers-money.y-b-i,SENG
atm-cash.please-charge-in-local-currency,"KAW-bruh eng MWEH-dah loo-KAL, poor fah-VOR"
sim-data.where-can-i-buy-a-plug-adapter,ONG-duh POH-soo kong-PRAR oong ah-dahp-tah-DOR duh too-MAH-dah
children.stroller,oo kah-HEE-nyoo duh buh-BEH
directions.north,NOR-tuh
border-customs.where-do-i-collect-my-baggage,ONG-duh huh-KOH-lyoo ah MEE-nyah bah-GAH-zheng
rail-station-words.final-stop,oo desh-TEE-noo fee-NAL
utility-templates.do-you-accept,ah-SAY-towng {}
accessibility.hard-of-hearing,TEH-nyoo duh-fee-SYENG-syah ow-dee-TEE-vah
toilets.out-of-order,ah-vah-RYAH-doo
pronouns-verbs.come,VEER
question-words.a-little,oong POH-koo
medical-conditions.this-card-lists-my-conditions,ESH-tuh kar-TOWNG eeng-DEE-kah ahzh MEE-nyahzh doo-ENG-sahsh
pharmacy-symptoms.i-have-a-stomach-ache,TEH-nyoo DOR duh bah-HEE-gah
body-parts.ankle,oo tor-noo-ZEH-loo
police-consulate.i-am-calling-the-police,voh shah-MAR ah poo-LEE-syah
weather.sunrise,oo nahsh-SER doo SOL
numbers-money.y-qi-n,MEEL
atm-cash.where-can-i-get-coins,ONG-duh kong-SEE-goo MWEH-dahsh
sim-data.mobile-data,DAH-doosh MAW-vaysh
children.playground,ah oong PAR-kuh eeng-fang-TEEL
directions.south,SOOL
border-customs.how-long-may-i-stay,KWANG-too TENG-poo POH-soo fee-KAR
rail-station-words.ticket-validator,oo vah-lee-dah-DOR
utility-templates.i-cannot-find,nowng kong-SEE-goo eng-kong-TRAR {}
accessibility.speak-louder,"FAH-luh MYSH AL-too, poor fah-VOR"
toilets.mens-toilet,OH-mengsh
pronouns-verbs.would-like,kuh-REE-ah
question-words.some,al-GOONG
medical-conditions.this-is-my-medicine,ESH-tuh EH oo MEH-oo muh-dee-kah-MENG-too
pharmacy-symptoms.i-have-a-cough,TEH-nyoo TOH-suh
body-parts.skin,ah PEH-luh
police-consulate.am-i-under-arrest,shtoh duh-TEE-doo
weather.flood,ah ee-noong-dah-SOWNG
numbers-money.y-w-n,DEHZH MEEL
atm-cash.is-there-a-minimum-for-cards,ah MEE-nee-moo PAH-rah kar-TOWNG
sim-data.can-i-top-up-this-sim,POH-soo kah-huh-GAR ESH-tuh kar-TOWNG
directions.east,LESH-tuh
border-customs.i-have-a-connecting-flight,TEH-nyoo oong VOH-oo duh lee-gah-SOWNG
utility-templates.there-is-a-problem-with,ah oong proo-BLEH-mah kong {}
accessibility.visually-impaired,TEH-nyoo duh-fee-SYENG-syah vee-ZWAL
toilets.womens-toilet,suh-NYOH-rahsh
pronouns-verbs.want,kuh-RER
question-words.very,MWEENG-too
medical-conditions.please-give-me-sugar-or-juice,"DAY-muh ah-SOO-kar oh SOO-moo, poor fah-VOR"
pharmacy-symptoms.antihistamine,ang-tee-eesh-tah-MEE-nee-koo
police-consulate.no-thank-you-i-am-not-interested,"nowng, oh-bree-GAH-doo. nowng TEH-nyoo eeng-tuh-REH-suh"
weather.avalanche-risk,HEESH-koo duh ah-vah-LANG-shuh
numbers-money.b-n,MAY-oo
atm-cash.atm,oo mool-tee-BANG-koo
sim-data.top-up,oo kah-huh-gah-MENG-too
directions.west,WESH-tuh
border-customs.may-i-have-an-entry-stamp,POH-duh kah-reeng-BAR oo pah-sah-POR-tuh
accessibility.take-your-arm,POH-soo ah-poy-AR-muh noo SEH-oo BRAH-soo
toilets.drinking-water,AH-gwah poo-TAH-vel
pronouns-verbs.look-for,proo-koo-RAR
question-words.too,duh-mah-ZYAH-doo
medical-conditions.inject-it-into-my-outer-thigh,eeng-ZHEH-tuh nah PAR-tuh duh FOH-rah dah KOH-shah
pharmacy-symptoms.anti-diarrhea-medicine,ang-tee-dee-ah-HAY-koo
police-consulate.someone-attacked-me,fwee ah-gruh-DEE-doo
atm-cash.banknote,ah NAW-tah
sim-data.is-there-coverage-in,ah HEH-duh eng {}
border-customs.visa,oo VEESH-too
accessibility.guide-dog,ESH-tuh EH oo MEH-oo kowng-GEE-ah
toilets.not-for-drinking,AH-gwah nowng poo-TAH-vel
pronouns-verbs.buy,kong-PRAR
question-words.also,tang-BENG
medical-conditions.my-blood-type-is,oo MEH-oo GROO-poo sang-GWEE-nyoo EH {}
pharmacy-symptoms.is-this-safe-to-take-with,POH-soo too-MAR EESH-too kong {}
police-consulate.i-did-not-agree-to-this-price,nowng kong-kor-DAY kong ESH-tuh PREH-soo
atm-cash.coin,ah MWEH-dah
sim-data.signal,ah HEH-duh
border-customs.i-have-no-food-or-plants,nowng TRAH-goo ah-lee-MENG-toosh neng PLANG-tahsh
toilets.accessible-toilet,KAH-zah duh BAH-nyoo ah-suh-SEE-vel
pronouns-verbs.like,goosh-TAR duh
question-words.all-both,TOH-doosh
medical-conditions.do-not-give-me,nowng muh DAY {}
pharmacy-symptoms.i-feel-dizzy,shtoh kong tong-TOO-rahsh
police-consulate.please-write-the-report-number,shKREH-vah oo NOO-muh-roo dah KAY-shah
atm-cash.cash-only,SAW dee-NYAY-roo
sim-data.esim,ee-SEENG
border-customs.passport-control,kong-TROH-loo duh pah-sah-POR-tish
toilets.where-can-i-wash-my-hands,ONG-duh POH-soo lah-VAR ahzh MOWNGSH
pronouns-verbs.need,pruh-see-ZAR duh
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,soh ah-LEHR-zhee-koo ah ash-pee-REE-nah ee ow ee-boo-proo-FEH-noo
pharmacy-symptoms.ibuprofen,ee-boo-proo-FEH-noo
police-consulate.it-happened-here,ah-kong-tuh-SEH-oo ah-KEE
atm-cash.fee,ah koo-mee-SOWNG
sim-data.prepaid,preh-PAH-goo
border-customs.customs,al-FANG-duh-gah
toilets.can-i-flush-the-paper,POH-soo day-TAR oo pah-PEL nah sah-NEE-tah
medical-conditions.my-injector-is-in-my-bag,ah MEE-nyah kah-NEH-tah duh ah-druh-nah-LEE-nah shtah nah MAH-lah
pharmacy-symptoms.i-have-a-sore-throat,TEH-nyoo DOR duh gar-GANG-tah
police-consulate.may-i-have-a-copy-of-the-report,POH-soo TER OO-mah KAW-pyah dah KAY-shah
atm-cash.change,oo TROH-koo
sim-data.roaming,HOH-ming
border-customs.baggage-claim,huh-KOH-lyah duh bah-GAH-zheng
toilets.is-there-a-toilet-on-board,ah KAH-zah duh BAH-nyoo ah BOR-doo
medical-conditions.i-am-allergic-to-sulfa-drugs,soh ah-LEHR-zhee-koo ah sool-fah-MEE-dahsh
pharmacy-symptoms.can-i-get-this-medicine-here,POH-soo kong-PRAR ESH-tuh muh-dee-kah-MENG-too ah-KEE
police-consulate.i-will-not-sign-anything-i-cannot-read,nowng ah-SEE-noo NAH-dah kuh nowng kong-SEE-gah LER
atm-cash.exchange-rate,ah TAH-shah duh KANG-byoo
border-customs.customs-declaration,duh-klah-rah-SOWNG ah-dwah-NAY-rah
toilets.the-toilet-will-not-flush,oo ow-too-KLEEZH-moo nowng foong-SYOH-nah
pharmacy-symptoms.bandage,lee-gah-DOO-rah
police-consulate.am-i-free-to-go,POH-soo EER eng-BOH-rah
atm-cash.bank,oo BANG-koo
border-customs.arrival-card,kar-TOWNG duh duh-zeng-BAR-kuh
toilets.baby-change,fral-DAH-ryoo
pharmacy-symptoms.the-pain-is-severe,ah DOR EH MWEENG-too FOR-tuh
police-consulate.i-do-not-want-to-go-with-you,nowng KEH-roo EER kong-SEE-goo
atm-cash.money-exchange,KANG-byoo
border-customs.transit,TRANG-zee-too
toilets.squat-toilet,sah-NEE-tah TOOR-kah
pharmacy-symptoms.antiseptic,ang-tee-SEH-tee-koo
atm-cash.pin,oo PEEN
border-customs.boarding-pass,kar-TOWNG duh eng-BAR-kuh
pharmacy-symptoms.i-feel-nauseous,TEH-nyoo NOW-zyahsh
pharmacy-symptoms.i-have-a-rash,TEH-nyoo OO-mah ee-roop-SOWNG nah PEH-luh
pharmacy-symptoms.before-or-after-food,ANG-tish oh duh-POYSH dahzh huh-fay-SOYNGSH
pharmacy-symptoms.i-think-it-is-infected,AH-shoo kuh shtah eeng-fuh-TAH-doo
pharmacy-symptoms.motion-sickness-tablets,kong-pree-MEE-doosh PAH-rah oo eng-ZHOH-oo
pharmacy-symptoms.i-have-a-cut,TEH-nyoo oong KOR-tuh
pharmacy-symptoms.antacid,ang-tee-AH-see-doo
pharmacy-symptoms.i-have-a-burn,TEH-nyoo OO-mah kay-mah-DOO-rah
pharmacy-symptoms.it-started-days-ago,koo-muh-SOH ah {} DEE-ahsh
pharmacy-symptoms.cough-medicine,shah-ROH-puh PAH-rah ah TOH-suh
pharmacy-symptoms.is-this-safe-during-pregnancy,POH-soo too-MAR EESH-too nah grah-vee-DESH
trail-transport.how-long-is-the-wait,KWANG-too TENG-poo suh shPEH-rah
tax-refund.is-tax-free-shopping-available,FAH-zeng taks FREE
place-words.tourist-spot-sightseeing-area,ah ZOH-nah too-REESH-tee-kah
common-signs.open-operating,eng foong-syoo-nah-MENG-too
time-scheduling.how-long-does-it-take,KWANG-too TENG-poo duh-MOH-rah
transit-rides.can-i-use-this-ticket,POH-soo oo-ZAR ESH-tuh bee-LYEH-tuh
common-signs.closed,fuh-SHAH-doo
pronouns-verbs.there-is-have,AH
common-signs.stopped-stop,pah-RAH-doo
transit-rides.do-i-need-to-validate,TEH-nyoo duh vah-lee-DAR ESH-tuh bee-LYEH-tuh
pronouns-verbs.there-is-not-do-not-have,nowng AH
emergency-medical.i-feel-unwell,SEENG-too-muh MAL
food-ordering.what-do-you-recommend,oo kuh huh-koo-MENG-dah
hotel-basics.is-wi-fi-free,oo WY-fy EH GRAH-teesh
hotel-requests.another-towel-please,"MYZH OO-mah TWAH-lyah, poor fah-VOR"
shopping.is-there-a-discount,ah dish-KONG-too
social-basics.good-night,BOH-ah NOY-tuh
quick-responses.can-possible,EH poo-SEE-vel
phone-translation.please-type-it-and-show-me,"shKREH-vah ee MOSH-truh-muh, poor fah-VOR"
phone-text-power.may-i-charge-my-phone-here,POH-soo kah-huh-GAR oo tuh-luh-MAW-vel ah-KEE
pronouns-verbs.want-to-verb,KEH-roo + eeng-fee-nee-TEE-voo
emergency-medical.this-is-an-emergency,EH OO-mah ee-mer-ZHENG-syah
lost-rescue.please-look-at-my-current-location,VAY-zhah ah MEE-nyah loo-kah-lee-zah-SOWNG ah-TWAL
hotel-words.luggage-storage,oo duh-PAW-zee-too duh bah-GAH-zheng
hotel-basics.how-much-per-night,KWANG-too KOOSH-tah poor NOY-tuh
hotel-requests.what-time-is-check-out,ah kee OH-rahzh EH oo shehk-OWT
payment-receipt.please-write-the-number,"shKREH-vah oo NOO-muh-roo, poor fah-VOR"
shopping.where-do-i-pay,ONG-duh suh PAH-gah
communication.i-cannot-make-out-what-you-are-saying,nowng kong-SEE-goo per-suh-BER oo kuh DEESH
quick-responses.cannot-not-possible,nowng EH poo-SEE-vel
taxi.i-will-get-off-here,SY-oo ah-KEE
pickup-meeting.please-call-a-taxi,"SHAH-muh oong TAK-see, poor fah-VOR"
pronouns-verbs.want-thing,KEH-roo + KOY-zah
emergency-medical.i-am-having-a-severe-allergic-reaction,shtoh kong ah-nah-fee-LAK-syah: heh-ah-SOWNG ah-LEHR-zhee-kah GRAH-vuh
lost-rescue.my-child-is-missing,oo MEH-oo FEE-lyoo duh-zah-pah-ruh-SEH-oo
food-ordering.water-please,"AH-gwah, poor fah-VOR"
hiking-parks.is-this-trail-suitable-for-beginners,ESH-tuh TREE-lyoo EH PAH-rah preeng-see-PYANG-tish
hotel-basics.is-breakfast-included,oo puh-KEH-noo-al-MOH-soo shtah eeng-KLWEE-doo
hotel-requests.can-i-check-in-early,POH-soo fah-ZER shehk-EEN MYSH SEH-doo
attractions-tickets.could-you-take-a-photo-for-us,POH-duh tee-RAR-noosh OO-mah FAW-too
payment-receipt.how-much-in-total,KWANG-too EH ow TOH-doo
shopping.i-will-take-this,LEH-voo EESH-too
communication.i-do-not-understand,nowng eng-TENG-doo
quick-responses.okay-fine,shtah BENG
phone-translation.please-look-at-the-screen,"OH-lyuh PAH-rah oo ee-KRANG, poor fah-VOR"
pronouns-verbs.need-thing,pruh-SEE-zoo duh + KOY-zah
question-words.how-much-what-price,KWANG-too KOOSH-tah
emergency-medical.i-cannot-breathe,nowng kong-SEE-goo hesh-pee-RAR
lost-rescue.i-do-not-know-where-i-am,nowng SAY ONG-duh shtoh
hotel-basics.may-i-see-the-room,POH-soo VER oo KWAR-too
hotel-requests.another-night,POH-soo fee-KAR MYZH OO-mah NOY-tuh
payment-receipt.can-we-pay-separately,poo-DEH-moosh pah-GAR eng suh-pah-RAH-doo
shopping.what-is-this,oo kee EH EESH-too
communication.i-cannot-read-it,nowng kong-SEE-goo LER EESH-too
quick-responses.no-good-not-allowed-will-not-work,nowng EH per-mee-TEE-doo
pronouns-verbs.looking-for-thing,proo-KOO-roo + KOY-zah
emergency-medical.i-am-bleeding-badly,shtoh ah sang-GRAR MWEENG-too
lost-rescue.my-friend-is-hurt,oo MEH-oo ah-MEE-goo shtah feh-REE-doo
dietary-needs.does-it-contain-fish-stock,LEH-vah KAL-doo duh PAY-shuh
dietary-needs.does-it-contain-pork-stock,LEH-vah KAL-doo duh POR-koo
hotel-basics.for-nights,PAH-rah {} NOY-tish
hotel-requests.is-there-a-safe,ah KAW-fruh
payment-receipt.is-tax-included,oo EE-vah shtah eeng-KLWEE-doo
shopping.where-can-i-buy,ONG-duh POH-soo kong-PRAR {}
emergency-medical.i-have-chest-pain,TEH-nyoo DOR noo PAY-too
lost-rescue.i-lost-my-wallet,per-DEE ah MEE-nyah kar-TAY-rah
hotel-basics.two-beds,"DOO-ahsh KAH-mahsh, poor fah-VOR"
hotel-requests.another-blanket,"MYZH oong koo-ber-TOR, poor fah-VOR"
payment-receipt.my-card-was-declined,oo MEH-oo kar-TOWNG foy huh-koo-ZAH-doo
shopping.do-you-have-this-in-stock,teng EESH-too eng SHTOK
time-words.night,ah NOY-tuh
emergency-medical.this-person-is-unconscious,ESH-tah puh-SOH-ah shtah eeng-kong-SYENG-tuh
lost-rescue.i-lost-my-bag,per-DEE ah MEE-nyah MAH-lah
food-ordering.can-a-vegetarian-eat-this,oong vuh-zhuh-tah-RYAH-noo POH-duh koo-MER EESH-too
hotel-basics.is-there-air-conditioning,ah AR kong-dee-syoo-NAH-doo
hotel-requests.wake-up-call,"ah-KOR-duh-muh ahzh {}, poor fah-VOR"
payment-receipt.the-bill-is-wrong,AH-shoo kuh ah KONG-tah shtah ee-HAH-dah
shopping.two-of-these,"DOYZH DESH-tish, poor fah-VOR"
social-basics.okay-fine-i-am-okay,shtoh BENG
emergency-medical.where-is-the-nearest-hospital,ONG-duh FEE-kah oo osh-pee-TAL MYSH PRAW-see-moo
lost-rescue.where-is-lost-and-found,ONG-duh SOWNG oosh per-DEE-doosh ee ah-SHAH-doosh
payment-receipt.i-already-paid,zhah pah-GAY
shopping.what-is-it-made-of,duh kee EH FAY-too
emergency-medical.what-is-the-emergency-number,kwal EH oo NOO-muh-roo duh ee-mer-ZHENG-syah
lost-rescue.i-cannot-find-my-hotel,nowng kong-SEE-goo eng-kong-TRAR oo MEH-oo oh-TEL
emergency-medical.is-there-a-doctor-who-speaks-english,ah al-GOONG MEH-dee-koo kuh FAH-luh eeng-GLESH
lost-rescue.i-left-it-on-the-train,day-SHAY noo kong-BOY-oo
dietary-needs.i-have-a-severe-allergy-to,TEH-nyoo ah-lehr-ZHEE-ah GRAH-vuh ah {}
emergency-medical.i-think-a-bone-is-broken,AH-shoo kuh par-TEE oong OH-soo
lost-rescue.i-cannot-get-down,nowng kong-SEE-goo desh-SER
emergency-medical.please-call-my-emergency-contact,LEE-guh PAH-rah oo MEH-oo kong-TAK-too duh ee-mer-ZHENG-syah
emergency-medical.i-have-travel-insurance,TEH-nyoo suh-GOO-roo duh VYAH-zheng
numbers-money.euro,EW-roo
numbers-money.euro-symbol,EW-roo
dietary-needs.no-pork,seng KAR-nuh duh POR-koo
dietary-needs.is-this-halal,EESH-too EH ah-LAL
pharmacy-symptoms.i-think-i-have-malaria,AH-shoo kuh TEH-nyoo mah-LAH-ree-ah
pharmacy-symptoms.i-need-a-malaria-test,pruh-SEE-zoo duh oong TESH-tuh duh mah-LAH-ree-ah
