concept_id,respell
transit-rides.is-it-delayed,jeh ee-meh-cheh-LEH-wah?
border-customs.i-am-visiting-family,nah-tehm-beh-LEH-ah fah-MEE-lee-ah
rail-station-words.train-number,NAHM-bah yah TREH-nee
common-signs.no-photography,oo-see-PEE-gheh PEE-chah
utility-templates.is-there-nearby,KOO-nah {} kah-REE-boo?
accessibility.station-assistance,jeh KOO-nah m-sah-AH-dah kee-too-OH-nee?
toilets.it-is-urgent,nee hah-RAH-kah SAH-nah
pronouns-verbs.your-yours,YAH-koh / WAH-koh
question-words.why,kwah NEE-nee
medical-conditions.i-am-pregnant,NEE-nah MEEM-bah
pharmacy-symptoms.paracetamol-acetaminophen,pah-rah-seh-tah-MOH-lee
body-parts.leg,m-GOO
lost-rescue.my-companion-is-missing,mwehn-ZAHN-goo ah-meh-poh-TEH-ah
police-consulate.i-need-an-interpreter,nah-hee-TAH-jee m-kah-lee-MAH-nee
dietary-needs.i-am-vegan,"SEE-lee NYAH-mah, sah-MAH-kee, mah-YAH-ee WAH-lah mah-ZEE-wah"
food-ordering.is-this-vegetarian,jeh hee hah-EE-nah NYAH-mah?
trail-words.up-uphill,koo-PAHN-dah
weather.ice,bah-RAH-foo
trail-warnings.service-suspended,hoo-DOO-mah ee-meh-see-TEESH-wah
trail-landmarks.water-point,mah-HAH-lee pah MAH-jee
room-problems.please-send-someone,tah-fah-THAH-lee TOO-mah m-TOO koo-reh-keh-BEE-shah
laundry.detergent,sah-BOO-nee yah koo-FOO-ah
introductions.i-am-a-tourist,MEE-mee nee m-tah-LEE-ee
numbers-money.q,SAH-bah
atm-cash.the-machine-is-out-of-service,mah-SHEE-neh hah-ee-FAH-nyee KAH-zee
social-basics.sorry,nee-sah-MEH-heh
communication.please-wait-a-moment,tah-fah-THAH-lee soo-BEE-ree kee-DOH-goh
sim-data.does-it-need-registration,jeh ee-nah-hee-TAH-jee koo-sah-jee-LEE-wah?
etiquette.dressed-appropriately,jeh nee-meh-VAH vee-ZOO-ree?
children.do-children-pay,jeh wah-TOH-toh wah-nah-LEE-pah?
time-scheduling.what-time-does-it-close,ee-nah-FOON-gwah sah ng-GAH-pee?
time-words.spring,mah-JEE-rah yah koo-chee-POO-ah
months.september,sehp-TEHM-bah
directions.can-i-walk-there,nah-WEH-zah KWEHN-dah kwah mee-GOO?
quick-directions.in-front,m-BEH-leh
transit-rides.i-am-in-a-hurry,NEE-nah hah-RAH-kah
border-customs.this-is-for-personal-use,hee nee kwah mah-too-MEE-zee YAHN-goo
rail-station-words.carriage,beh-HEH-wah
common-signs.do-not-touch,oo-see-GOO-seh
utility-templates.how-much-is,{} nee BEH-ee GAH-nee?
accessibility.help-me-carry,tah-fah-THAH-lee nee-sah-ee-DEE-eh koo-BEH-bah hee
toilets.may-i-have-the-toilet-key,nah-OHM-bah oo-foon-GOO-oh wah choh
pronouns-verbs.be-called-call,koo-EE-twah
question-words.this,hee / HEE-kee / HOO-yoo
medical-conditions.i-carry-an-adrenaline-injector,NEE-nah seen-DAH-noh yah ah-dreh-nah-LEE-nee
pharmacy-symptoms.how-much-should-i-take,nee-too-MEE-eh kee-AH-see GAH-nee?
body-parts.arm,m-KOH-noh
police-consulate.please-leave-me-alone,tah-fah-THAH-lee nee-AH-cheh
dietary-needs.i-do-not-eat,SEE-lee {}
trail-words.down-downhill,koo-SHOO-kah
weather.fog,oo-KOON-goo
room-problems.the-heating-does-not-work,HEE-tah hah-ee-FAH-nyee KAH-zee
laundry.dry-cleaning,koo-sah-FEE-shah kwah KAH-voo
introductions.this-is-my-husband-wife,HOO-yoo nee MOO-meh / m-KEH WAHN-goo
numbers-money.b,NAH-neh
atm-cash.please-give-me-smaller-notes,tah-fah-THAH-lee NEE-peh NOH-tee n-DOH-goh
social-basics.no-problem,hah-KOO-nah SHEE-dah
communication.can-you-help-me,oo-nah-WEH-zah koo-nee-sah-ee-DEE-ah?
sim-data.i-have-no-signal,SEE-nah m-tahn-DAH-oh
etiquette.did-not-mean-to-offend,"sah-mah-HAH-nee, see-koo-koo-soo-DEE-ah"
children.crib,jeh m-NAH kee-TAHN-dah chah m-TOH-toh?
time-words.summer,mah-JEE-rah yah JOH-toh
months.october,ohk-TOH-bah
directions.how-far-is-it,nee oom-BAH-lee GAH-nee?
quick-directions.behind,NYOO-mah
transit-rides.which-platform,joo-KWAH LEE-pee?
border-customs.i-am-in-transit,nah-PEE-tah too
rail-station-words.seat,KEE-tee
common-signs.temporarily-closed,ee-meh-FOON-gwah kwah MOO-dah
utility-templates.is-this,jeh nee {}?
accessibility.board-first,nah-OHM-bah nee-een-GHEE-eh KWAHN-zah
toilets.there-is-no-toilet-paper,hah-KOO-nah kah-rah-TAH-see yah choh
pronouns-verbs.have,NEE-nah
question-words.that,HEE-yoh / HEE-choh / HOO-yoh
medical-conditions.i-take-medicine-for,nah-too-MEE-ah DAH-wah yah {}
pharmacy-symptoms.i-am-vomiting,nah-tah-PEE-kah
body-parts.foot,m-GOO / oo-NYAH-yoh
police-consulate.i-was-robbed,nee-meh-POHR-wah
dietary-needs.i-am-allergic-to,NEE-nah m-ZEE-oh wah {}
trail-words.one-way,n-JEE-ah yah KWEHN-dah too
weather.heat,JOH-toh
laundry.dryer,mah-SHEE-neh yah koo-kah-OO-shah
introductions.this-is-my-daughter-son,HOO-yoo nee m-TOH-toh WAHN-goo wah KEE-keh / kee-OO-meh
numbers-money.ji,TEE-sah
atm-cash.do-you-have-change,jeh m-NAH CHEHN-jee?
social-basics.i-do-not-know,see-JOO-ee
communication.please-show-me-the-text,tah-fah-THAH-lee nee-oh-NYEH-sheh mah-ahn-DEE-shee
sim-data.please-write-the-wifi-password,tah-fah-THAH-lee ahn-DEE-kah neh-noh-SEE-ree lah wai-fai
etiquette.what-is-customary,nee dehs-TOO-ree GAH-nee HAH-pah?
children.warm-this-bottle,tah-fah-THAH-lee PAH-shah CHOO-pah hee
time-words.fall,mah-JEE-rah yah poo-koo-TEE-koh
months.november,noh-VEHM-bah
directions.which-exit,m-LAHN-goh OO-pee wah koo-TOH-kah?
transit-rides.what-time-is-the-next-one,ee-JAH-yoh nee sah ng-GAH-pee?
border-customs.i-have-in-cash,NEE-nah {} tahs-LEE-moo
rail-station-words.last-train,TREH-nee yah MWEE-shoh
utility-templates.please,"{}, tah-fah-THAH-lee"
accessibility.door-width,m-LAHN-goh OO-nah oo-PAH-nah GAH-nee?
toilets.toilet-paper,kah-rah-TAH-see yah choh
pronouns-verbs.do-not-have,SEE-nah
question-words.here,HAH-pah
medical-conditions.i-take-blood-thinners,nah-too-MEE-ah DAH-wah yah koo-zoo-EE-ah DAH-moo koo-GAHN-dah
pharmacy-symptoms.rehydration-salts,oh-ehr-EHS
body-parts.hand,m-KOH-noh / kee-GAHN-jah
police-consulate.i-want-a-lawyer,nah-TAH-kah wah-KEE-lee
trail-words.round-trip,KWEHN-dah nah koo-ROO-dee
weather.cold,BAH-ree-dee
laundry.coin-operated,ee-nah-too-MEE-ah sah-RAH-foo
introductions.i-am-traveling-alone,nah-sah-FEE-ree PEH-keh YAHN-goo
numbers-money.sh,KOO-mee
atm-cash.may-i-pay-in,nah-WEH-zah koo-LEE-pah kwah {}?
sim-data.sim-card,seem-KAH-dee
etiquette.keep-the-change,CHEHN-jee nee YAH-koh
children.car-seat,too-nah-hee-TAH-jee KEE-tee chah m-TOH-toh chah GAH-ree
time-words.winter,mah-JEE-rah yah BAH-ree-dee
months.december,deh-SEHM-bah
directions.can-you-show-me-the-way,oo-nah-WEH-zah koo-nee-oh-NYEH-shah n-JEE-ah?
transit-rides.i-went-past-my-stop,nee-meh-PEE-tah kee-TOO-oh CHAHN-goo
border-customs.this-is-a-gift,hee nee zah-WAH-dee
rail-station-words.delayed,ee-meh-cheh-LEH-wah
utility-templates.i-am-looking-for,nah-tah-FOO-tah {}
accessibility.wheelchair-width,KEE-tee chah mah-goo-roo-DOO-moo: oo-PAH-nah sehn-tee-MEE-tah {}
toilets.it-is-out-of-order,hah-ee-FAH-nyee KAH-zee
pronouns-verbs.go,KWEHN-dah
question-words.there,PAH-leh
medical-conditions.medicine-allergy,m-ZEE-oh wah DAH-wah: {}
pharmacy-symptoms.how-many-times-a-day,MAH-rah ng-GAH-pee kwah SEE-koo?
body-parts.knee,GOH-tee
police-consulate.please-notify-my-consulate,tah-fah-THAH-lee ah-REE-foo oo-bah-LOH-zee WAHN-goo
weather.humid,oo-NYEH-voo
numbers-money.y-b-i,MEE-ah MOH-jah
atm-cash.please-charge-in-local-currency,tah-fah-THAH-lee toh-ZEH-nee kwah FEH-thah yah HAH-pah
sim-data.where-can-i-buy-a-plug-adapter,nah-WEH-zah koo-noo-NOO-ah ah-DAHP-tah yah PLAH-ghee WAH-pee?
children.stroller,kee-GAH-ree chah m-TOH-toh
directions.north,kahs-kah-ZEE-nee
border-customs.where-do-i-collect-my-baggage,nah-choo-KOO-ah mee-ZEE-goh YAHN-goo WAH-pee?
rail-station-words.final-stop,kee-TOO-oh chah MWEE-shoh
utility-templates.do-you-accept,jeh m-nah-koo-BAH-lee {}?
accessibility.hard-of-hearing,nah-see-KEE-ah kwah SHEE-dah
toilets.out-of-order,ee-meh-hah-ree-BEE-kah
pronouns-verbs.come,KOO-jah
question-words.a-little,kee-DOH-goh
medical-conditions.this-card-lists-my-conditions,KAH-dee hee EE-nah mah-GOHN-jwah YAHN-goo
pharmacy-symptoms.i-have-a-stomach-ache,NEE-nah mah-oo-MEE-voo yah TOOM-boh
body-parts.ankle,kee-FOON-doh chah m-GOO
police-consulate.i-am-calling-the-police,nah-PEE-gah SEE-moo poh-LEE-see
weather.sunrise,mah-CHEH-oh
numbers-money.y-qi-n,EHL-foo MOH-jah
atm-cash.where-can-i-get-coins,nah-WEH-zah koo-PAH-tah sah-RAH-foo WAH-pee?
sim-data.mobile-data,DAH-tah yah SEE-moo
children.playground,jeh KOO-nah seh-HEH-moo yah koo-cheh-ZEH-ah wah-TOH-toh?
directions.south,koo-SEE-nee
border-customs.how-long-may-i-stay,nah-WEH-zah koo-KAH SEE-koo ng-GAH-pee?
rail-station-words.ticket-validator,mah-SHEE-neh yah tee-KEH-tee
utility-templates.i-cannot-find,nah-SHEEND-wah koo-PAH-tah {}
accessibility.speak-louder,tah-fah-THAH-lee SEH-mah kwah sah-OO-tee KOOB-wah
toilets.mens-toilet,choh chah wah-nah-OO-meh
pronouns-verbs.would-like,neen-gheh-PEHN-dah
question-words.some,bah-AH-thee
medical-conditions.this-is-my-medicine,hee nee DAH-wah YAHN-goo
pharmacy-symptoms.i-have-a-cough,NEE-nah kee-koh-HOH-zee
body-parts.skin,ng-GOH-zee
police-consulate.am-i-under-arrest,jeh nee-meh-kah-MAH-twah?
weather.flood,mah-foo-REE-koh
numbers-money.y-w-n,EHL-foo KOO-mee
atm-cash.is-there-a-minimum-for-cards,jeh KOO-nah kee-WAHN-goh chah CHEE-nee chah KAH-dee?
sim-data.can-i-top-up-this-sim,nah-WEH-zah koo-ohn-GHEH-zah sah-LEE-oh?
directions.east,mah-shah-REE-kee
border-customs.i-have-a-connecting-flight,NEE-nah n-DEH-gheh yah koo-oon-gah-NEE-shah
utility-templates.there-is-a-problem-with,KOO-nah tah-TEE-zoh nah {}
accessibility.visually-impaired,NEE-nah oo-OH-nee hah-FEE-foo
toilets.womens-toilet,choh chah wah-nah-WAH-keh
pronouns-verbs.want,koo-TAH-kah
question-words.very,SAH-nah
medical-conditions.please-give-me-sugar-or-juice,tah-fah-THAH-lee NEE-peh soo-KAH-ree AH-oo JOO-ee-see
pharmacy-symptoms.antihistamine,DAH-wah yah m-ZEE-oh
police-consulate.no-thank-you-i-am-not-interested,hah-PAH-nah ah-SAHN-teh. see-hee-TAH-jee
weather.avalanche-risk,hah-TAH-ree yah mah-poh-roh-MOH-koh yah theh-LOO-jee
numbers-money.b-n,NOO-soo
atm-cash.atm,ay-tee-EHM
sim-data.top-up,koo-ohn-GHEH-zah sah-LEE-oh
directions.west,mah-gah-REE-bee
border-customs.may-i-have-an-entry-stamp,nah-OHM-bah m-HOO-ree wah koo-een-GHEE-ah
accessibility.take-your-arm,nah-OHM-bah nee-SHEE-keh m-KOH-noh WAH-koh
toilets.drinking-water,MAH-jee yah KOO-nywah
pronouns-verbs.look-for,koo-tah-FOO-tah
question-words.too,m-NOH
medical-conditions.inject-it-into-my-outer-thigh,CHOH-mah seen-DAH-noh kah-tee-KAH-tee yah PAH-jah LAHN-goo lah n-JEH
pharmacy-symptoms.anti-diarrhea-medicine,DAH-wah yah koo-HAH-rah
police-consulate.someone-attacked-me,m-TOO ah-meh-nee-shahm-boo-LEE-ah
atm-cash.banknote,NOH-tee
sim-data.is-there-coverage-in,KOO-nah m-tahn-DAH-oh {}?
border-customs.visa,VEE-zah
accessibility.guide-dog,HOO-yoo nee m-BWAH WAHN-goo kee-ohn-GOH-zee
toilets.not-for-drinking,see MAH-jee yah KOO-nywah
pronouns-verbs.buy,koo-noo-NOO-ah
question-words.also,PEE-ah
medical-conditions.my-blood-type-is,ah-EE-nah yah DAH-moo YAHN-goo nee {}
pharmacy-symptoms.is-this-safe-to-take-with,jeh nee sah-LAH-mah koo-too-MEE-ah nah {}?
police-consulate.i-did-not-agree-to-this-price,see-koo-koo-BAH-lee BEH-ee hee
atm-cash.coin,sah-RAH-foo
sim-data.signal,m-tahn-DAH-oh
border-customs.i-have-no-food-or-plants,SEE-nah chah-KOO-lah WAH-lah mee-MEH-ah
toilets.accessible-toilet,choh chah wah-leh-MAH-voo
pronouns-verbs.like,koo-PEHN-dah
question-words.all-both,YOH-teh / ZOH-teh / WOH-teh
medical-conditions.do-not-give-me,tah-fah-THAH-lee m-see-NEE-peh {}
pharmacy-symptoms.i-feel-dizzy,NEE-nah kee-zoon-goo-ZOON-goo
police-consulate.please-write-the-report-number,tah-fah-THAH-lee ahn-DEE-kah NAHM-bah yah ree-POH-tee
atm-cash.cash-only,FEH-thah tahs-LEE-moo too
sim-data.esim,ee-seem
border-customs.passport-control,oo-hah-mee-AH-jee
toilets.where-can-i-wash-my-hands,nah-WEH-zah koo-NAH-wah mee-KOH-noh WAH-pee?
pronouns-verbs.need,koo-hee-TAH-jee
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,NEE-nah m-ZEE-oh wah ahs-pee-REE-nee nah ee-boo-proh-FEH-nee
pharmacy-symptoms.ibuprofen,ee-boo-proh-FEH-nee
police-consulate.it-happened-here,ee-lee-toh-KEH-ah HAH-pah
atm-cash.fee,gah-RAH-mah
sim-data.prepaid,mah-LEE-poh yah KAHB-lah
border-customs.customs,foh-ROH-thah
toilets.can-i-flush-the-paper,nah-WEH-zah koo-TOO-pah kah-rah-TAH-see CHOH-nee?
medical-conditions.my-injector-is-in-my-bag,seen-DAH-noh YAHN-goo EE-koh m-koh-BAH-nee
pharmacy-symptoms.i-have-a-sore-throat,koh lee-nah-OO-mah
police-consulate.may-i-have-a-copy-of-the-report,nah-OHM-bah nah-KAH-lah yah ree-POH-tee
atm-cash.change,CHEHN-jee
sim-data.roaming,m-tahn-DAH-oh wah n-JEH
border-customs.baggage-claim,koo-choo-KOO-ah mee-ZEE-goh
toilets.is-there-a-toilet-on-board,jeh KOO-nah choh n-DAH-nee?
medical-conditions.i-am-allergic-to-sulfa-drugs,NEE-nah m-ZEE-oh wah DAH-wah zah SOOL-fah
pharmacy-symptoms.can-i-get-this-medicine-here,nah-WEH-zah koo-PAH-tah DAH-wah hee HAH-pah?
police-consulate.i-will-not-sign-anything-i-cannot-read,see-tah-sah-EE-nee KEE-too nee-see-choh-WEH-zah koo-SOH-mah
atm-cash.exchange-rate,kee-WAHN-goh chah koo-bah-dee-LEE-shah
border-customs.customs-declaration,TAHM-koh lah foh-ROH-thah
toilets.the-toilet-will-not-flush,choh hah-kee-VOO-tee MAH-jee
pharmacy-symptoms.bandage,behn-DEH-jee
police-consulate.am-i-free-to-go,jeh nah-WEH-zah KWEHN-dah?
atm-cash.bank,BEHN-kee
border-customs.arrival-card,KAH-dee yah koo-wah-SEE-lee
toilets.baby-change,koo-bah-dee-LEE-shah NEH-pee
pharmacy-symptoms.the-pain-is-severe,mah-oo-MEE-voo nee mah-KAH-lee
police-consulate.i-do-not-want-to-go-with-you,see-TAH-kee KWEHN-dah NAH-nyee
atm-cash.money-exchange,koo-bah-dee-LEE-shah FEH-thah
border-customs.transit,koo-pee-TEE-ah
toilets.squat-toilet,choh chah SHEE-moh
pharmacy-symptoms.antiseptic,DAH-wah yah koo-OO-ah vee-jee-DOO-doo
atm-cash.pin,NAHM-bah yah SEE-ree
border-customs.boarding-pass,KAH-dee yah koo-PAHN-dah n-DEH-gheh
pharmacy-symptoms.i-feel-nauseous,NEE-nah kee-cheh-foo-CHEH-foo
pharmacy-symptoms.i-have-a-rash,NEE-nah vee-PEH-leh
pharmacy-symptoms.before-or-after-food,KAHB-lah AH-oo bah-AH-dah yah chah-KOO-lah?
pharmacy-symptoms.i-think-it-is-infected,nah-THAH-nee ee-meh-ahm-boo-KEEZ-wah
pharmacy-symptoms.motion-sickness-tablets,DAH-wah yah kee-cheh-foo-CHEH-foo chah sah-FAH-ree
pharmacy-symptoms.i-have-a-cut,nee-meh-jee-KAH-tah
pharmacy-symptoms.antacid,DAH-wah yah kee-oon-goo-LEE-ah
pharmacy-symptoms.i-have-a-burn,nee-meh-oon-GOO-ah
pharmacy-symptoms.it-started-days-ago,ee-lee-AHN-zah SEE-koo {} zee-lee-zoh-PEE-tah
pharmacy-symptoms.cough-medicine,DAH-wah yah kee-koh-HOH-zee
pharmacy-symptoms.is-this-safe-during-pregnancy,jeh nee sah-LAH-mah kwah m-jahm-ZEE-toh?
trail-transport.how-long-is-the-wait,koo-soo-BEE-ree nee MOO-dah GAH-nee?
tax-refund.is-tax-free-shopping-available,jeh KOO-nah oo-noo-NOO-zee BEE-lah KOH-dee?
place-words.tourist-spot-sightseeing-area,seh-HEH-moo yah koo-tehm-beh-LEH-ah
common-signs.open-operating,ee-nah-FAH-nyah KAH-zee
time-scheduling.how-long-does-it-take,ee-nah-choo-KOO-ah MOO-dah GAH-nee?
transit-rides.can-i-use-this-ticket,nah-WEH-zah koo-too-MEE-ah tee-KEH-tee hee?
common-signs.closed,too-meh-FOON-gah
pronouns-verbs.there-is-have,KOO-nah
common-signs.stopped-stop,see-MAH-mah
transit-rides.do-i-need-to-validate,nah-hee-TAH-jee koo-GOHN-gah tee-KEH-tee KWEH-nyeh mah-SHEE-neh?
pronouns-verbs.there-is-not-do-not-have,hah-KOO-nah
emergency-medical.i-feel-unwell,see-jee-see-KEE-ee vee-ZOO-ree
food-ordering.what-do-you-recommend,oo-nah-pehn-deh-KEH-zah NEE-nee?
hotel-basics.is-wi-fi-free,jeh wai-fai nee BOO-reh?
hotel-requests.another-towel-please,"TAH-oo-loh nyeen-GHEE-neh, tah-fah-THAH-lee"
shopping.is-there-a-discount,jeh KOO-nah poon-GOO-zoh?
social-basics.good-night,oo-SEE-koo MWEH-mah
quick-responses.can-possible,ee-nah-weh-zeh-KAH-nah
phone-translation.please-type-it-and-show-me,tah-fah-THAH-lee CHAH-pah nah oo-nee-oh-NYEH-sheh
phone-text-power.may-i-charge-my-phone-here,nah-OHM-bah koo-CHAH-jee SEE-moo HAH-pah?
pronouns-verbs.want-to-verb,nah-TAH-kah + kee-TEHN-zee
emergency-medical.this-is-an-emergency,hee nee thah-ROO-rah
lost-rescue.please-look-at-my-current-location,tah-fah-THAH-lee tah-ZAH-mah nee-LEE-poh SAH-sah
hotel-words.luggage-storage,seh-HEH-moo yah koo-WEH-kah mee-ZEE-goh
hotel-basics.how-much-per-night,nee BEH-ee GAH-nee kwah oo-SEE-koo?
hotel-requests.what-time-is-check-out,koo-ohn-DOH-kah nee sah ng-GAH-pee?
payment-receipt.please-write-the-number,tah-fah-THAH-lee ahn-DEE-kah NAHM-bah
shopping.where-do-i-pay,nah-LEE-pah WAH-pee?
communication.i-cannot-make-out-what-you-are-saying,see-PAH-tee oo-nah-choh-SEH-mah
quick-responses.cannot-not-possible,hah-ee-weh-zeh-KAH-nee
taxi.i-will-get-off-here,nah-SHOO-kah HAH-pah
pickup-meeting.please-call-a-taxi,tah-fah-THAH-lee EE-tah TEHK-see
pronouns-verbs.want-thing,nah-TAH-kah + KEE-too
emergency-medical.i-am-having-a-severe-allergic-reaction,NEE-nah m-meh-NYOO-koh m-KAH-lee wah m-ZEE-oh
lost-rescue.my-child-is-missing,m-TOH-toh WAHN-goo ah-meh-poh-TEH-ah
food-ordering.water-please,"MAH-jee, tah-fah-THAH-lee"
hiking-parks.is-this-trail-suitable-for-beginners,jeh n-JEE-ah hee ee-nah-FAH-ah kwah wah-nah-oh-AHN-zah?
hotel-basics.is-breakfast-included,jeh kee-foon-GOO-ah KEE-nywah kee-meh-joo-moo-EESH-wah?
hotel-requests.can-i-check-in-early,nah-WEH-zah koo-een-GHEE-ah mah-PEH-mah?
attractions-tickets.could-you-take-a-photo-for-us,oo-nah-WEH-zah koo-too-PEE-gah PEE-chah?
payment-receipt.how-much-in-total,JOOM-lah nee kee-AH-see GAH-nee?
shopping.i-will-take-this,nah-choo-KOO-ah hee
communication.i-do-not-understand,see-fah-HAH-moo
quick-responses.okay-fine,n-ZOO-ree
phone-translation.please-look-at-the-screen,tah-fah-THAH-lee tah-ZAH-mah SKREE-nee
pronouns-verbs.need-thing,nah-hee-TAH-jee + KEE-too
question-words.how-much-what-price,BEH-ee GAH-nee?
emergency-medical.i-cannot-breathe,see-WEH-zee koo-poo-MOO-ah
lost-rescue.i-do-not-know-where-i-am,see-JOO-ee NEE-koh WAH-pee
hotel-basics.may-i-see-the-room,nah-OHM-bah nee-OH-neh CHOOM-bah
hotel-requests.another-night,nah-WEH-zah koo-LAH-lah oo-SEE-koo m-MOH-jah zah-EE-dee?
payment-receipt.can-we-pay-separately,too-nah-WEH-zah koo-LEE-pah KEE-lah m-MOH-jah?
shopping.what-is-this,hee nee NEE-nee?
communication.i-cannot-read-it,see-WEH-zee koo-SOH-mah hee
quick-responses.no-good-not-allowed-will-not-work,hah-ee-FAH-ee
pronouns-verbs.looking-for-thing,nah-tah-FOO-tah + KEE-too
emergency-medical.i-am-bleeding-badly,nah-TOHK-wah nah DAH-moo SAH-nah
lost-rescue.my-friend-is-hurt,rah-FEE-kee YAHN-goo ah-meh-jeh-roo-HEE-wah
dietary-needs.does-it-contain-fish-stock,jeh KOO-nah SOO-poo yah sah-MAH-kee n-DAH-nee?
dietary-needs.does-it-contain-pork-stock,jeh KOO-nah SOO-poo yah ng-goo-ROO-weh n-DAH-nee?
hotel-basics.for-nights,kwah oo-SEE-koo {}
hotel-requests.is-there-a-safe,jeh KOO-nah SEH-foo?
payment-receipt.is-tax-included,jeh KOH-dee EE-moh?
shopping.where-can-i-buy,nah-WEH-zah koo-noo-NOO-ah {} WAH-pee?
emergency-medical.i-have-chest-pain,NEE-nah mah-oo-MEE-voo yah kee-FOO-ah
lost-rescue.i-lost-my-wallet,nee-meh-poh-TEH-zah POH-chee YAHN-goo
hotel-basics.two-beds,"vee-TAHN-dah vee-WEE-lee, tah-fah-THAH-lee"
hotel-requests.another-blanket,"blahn-KEH-tee nyeen-GHEE-neh, tah-fah-THAH-lee"
payment-receipt.my-card-was-declined,KAH-dee YAHN-goo ee-meh-kah-tah-LEE-wah
shopping.do-you-have-this-in-stock,jeh m-NAH hee doo-KAH-nee?
time-words.night,oo-SEE-koo
emergency-medical.this-person-is-unconscious,m-TOO HOO-yoo ah-meh-poh-TEH-zah fah-HAH-moo
lost-rescue.i-lost-my-bag,nee-meh-poh-TEH-zah m-KOH-bah WAHN-goo
food-ordering.can-a-vegetarian-eat-this,jeh hee EE-nah NYAH-mah AH-oo sah-MAH-kee?
hotel-basics.is-there-air-conditioning,jeh KOO-nah kee-yoh-YOH-zee?
hotel-requests.wake-up-call,tah-fah-THAH-lee nee-AHM-sheh {}
payment-receipt.the-bill-is-wrong,nah-THAH-nee BEE-lee EE-nah mah-KOH-sah
shopping.two-of-these,"HEE-zee m-BEE-lee, tah-fah-THAH-lee"
social-basics.okay-fine-i-am-okay,NEE-koh SAH-wah
emergency-medical.where-is-the-nearest-hospital,hoh-spee-TAH-lee yah kah-REE-boo EE-koh WAH-pee?
lost-rescue.where-is-lost-and-found,oh-FEE-see yah VEE-too vee-lee-vyoh-poh-TEH-ah nee WAH-pee?
payment-receipt.i-already-paid,nee-meh-LEE-pah tah-YAH-ree
shopping.what-is-it-made-of,ee-meh-tehn-gheh-NEHZ-wah nah NEE-nee?
emergency-medical.what-is-the-emergency-number,NAHM-bah yah thah-ROO-rah nee ng-GAH-pee?
lost-rescue.i-cannot-find-my-hotel,nah-SHEEND-wah koo-PAH-tah hoh-TEH-lee YAHN-goo
emergency-medical.is-there-a-doctor-who-speaks-english,KOO-nah dahk-TAH-ree ah-nah-yeh-SEH-mah kee-een-gheh-REH-zah?
lost-rescue.i-left-it-on-the-train,nee-lee-ee-AH-chah KWEH-nyeh TREH-nee
dietary-needs.i-have-a-severe-allergy-to,NEE-nah m-ZEE-oh m-KAH-lee wah {}
emergency-medical.i-think-a-bone-is-broken,nah-THAH-nee m-FOO-pah oo-meh-voon-JEE-kah
lost-rescue.i-cannot-get-down,see-WEH-zee koo-SHOO-kah
emergency-medical.please-call-my-emergency-contact,tah-fah-THAH-lee PEE-gah NAHM-bah YAHN-goo yah thah-ROO-rah
emergency-medical.i-have-travel-insurance,NEE-nah BEE-mah yah sah-FAH-ree
dietary-needs.no-pork,BEE-lah NYAH-mah yah ng-goo-ROO-weh
dietary-needs.is-this-halal,jeh hee nee hah-LAH-lee?
numbers-money.shilling,shee-LEEN-ghee
numbers-money.shilling-symbol,shee-LEEN-ghee
pharmacy-symptoms.i-think-i-have-malaria,nah-THAH-nee NEE-nah mah-LAH-ree-ah
pharmacy-symptoms.i-need-a-malaria-test,nah-hee-TAH-jee kee-PEE-moh chah mah-LAH-ree-ah
