concept_id,respell
utility-templates.is-this,kyaa yah {} hai
accessibility.board-first,kyaa main PEH-leh charh JAA-oon
toilets.there-is-no-toilet-paper,TOY-let PEH-par na-HEEN hai
pronouns-verbs.have,keh paas hai
question-words.that,voh
medical-conditions.i-take-medicine-for,mu-JHEH {} kee da-VAA LEH-nee PAR-tee hai
pharmacy-symptoms.i-am-vomiting,mu-JHEH UL-tee hoh ra-HEE hai
body-parts.foot,pair
police-consulate.i-was-robbed,MEH-reh saath loot hu-EE hai
dietary-needs.i-am-allergic-to,mu-JHEH {} seh e-LAR-jee hai
trail-words.one-way,ek ta-RA-faa
weather.heat,GAR-mee
laundry.dryer,DRAA-yar
introductions.this-is-my-daughter-son,MEH-ree BEH-tee / MEH-raa BEH-taa
numbers-money.ji,naw
atm-cash.do-you-have-change,kyaa CHHUT-teh hain
social-basics.i-do-not-know,mu-JHEH na-HEEN pa-TAA
communication.please-show-me-the-text,voh li-KHAA hu-AA di-KHAA-i-yeh
sim-data.please-write-the-wifi-password,WAI-fai kaa PAAS-vard likh DEE-ji-yeh
etiquette.what-is-customary,ya-HAAN kaa ri-VAAZ kyaa hai
children.warm-this-bottle,yah BOH-tal GA-ram kar DEE-ji-yeh
time-words.fall,PAT-jhar
months.november,na-VAM-bar
directions.which-exit,kaun saa get
transit-rides.what-time-is-the-next-one,AG-lee KIT-neh BA-jeh hai
border-customs.i-have-in-cash,MEH-reh paas {} NA-kad hain
rail-station-words.last-train,AA-khi-ree tren
utility-templates.please,{} DEE-ji-yeh
accessibility.door-width,dar-VAA-zaa KIT-naa CHAW-raa hai
toilets.toilet-paper,TOY-let PEH-par
pronouns-verbs.do-not-have,keh paas na-HEEN hai
question-words.here,ya-HAAN
medical-conditions.i-take-blood-thinners,MEH-ree khoon PAT-laa KAR-neh kee da-VAA chal ra-HEE hai
pharmacy-symptoms.rehydration-salts,oh-aar-ES
body-parts.hand,haath
police-consulate.i-want-a-lawyer,mu-JHEH va-KEEL CHAA-hi-yeh
trail-words.round-trip,AA-naa-JAA-naa
weather.cold,thand
laundry.coin-operated,SIK-kaa DAAL-kar
introductions.i-am-traveling-alone,main a-KEH-leh YAA-traa par hoon
numbers-money.sh,das
atm-cash.may-i-pay-in,kyaa {} cha-LEH-gaa
sim-data.sim-card,sim kaard
etiquette.keep-the-change,BAA-kee rakh LEE-ji-yeh
children.car-seat,ha-MEIN BACH-cheh kee kaar seet CHAA-hi-yeh
time-words.winter,SAR-dee
months.december,di-SAM-bar
directions.can-you-show-me-the-way,RAAS-taa di-KHAA DEE-ji-yeh
transit-rides.i-went-past-my-stop,MEH-raa stop NI-kal ga-YAA
border-customs.this-is-a-gift,yah u-pa-HAAR hai
rail-station-words.delayed,DEH-ree seh
utility-templates.i-am-looking-for,mu-JHEH {} kee ta-LAASH hai
accessibility.wheelchair-width,MEH-ree WHEEL-cheh-yar {} SEH-mee CHAW-ree hai
toilets.it-is-out-of-order,yah kha-RAAB hai
pronouns-verbs.go,JAA-naa
question-words.there,va-HAAN
medical-conditions.medicine-allergy,da-VAA seh e-LAR-jee: {}
pharmacy-symptoms.how-many-times-a-day,din mein KIT-nee baar
body-parts.knee,GHUT-naa
police-consulate.please-notify-my-consulate,MEH-reh VAA-nij-ya doo-taa-VAAS koh KHA-bar KEE-ji-yeh
weather.humid,U-mas
numbers-money.y-b-i,saw
atm-cash.please-charge-in-local-currency,ru-PA-yeh mein chaarj KEE-ji-yeh
sim-data.where-can-i-buy-a-plug-adapter,plug a-DAIP-tar ka-HAAN mi-LEH-gaa
children.stroller,praim
directions.north,UT-tar
border-customs.where-do-i-collect-my-baggage,saa-MAAN ka-HAAN mi-LEH-gaa
rail-station-words.final-stop,AA-khi-ree STEH-shan
utility-templates.do-you-accept,kyaa {} cha-LEH-gaa
accessibility.hard-of-hearing,mu-JHEH kam su-NAA-ee DEH-taa hai
toilets.out-of-order,kha-RAAB
pronouns-verbs.come,AA-naa
question-words.a-little,THOH-raa
medical-conditions.this-card-lists-my-conditions,is kaard par MEH-ree bee-MAA-ri-yaan li-KHEE hain
pharmacy-symptoms.i-have-a-stomach-ache,MEH-reh pet mein dard hai
body-parts.ankle,TAKH-naa
police-consulate.i-am-calling-the-police,mu-JHEH pu-LIS bu-LAA-nee pa-REH-gee
weather.sunrise,soor-YOH-day
numbers-money.y-qi-n,ha-ZAAR
atm-cash.where-can-i-get-coins,SIK-keh ka-HAAN mi-LEN-geh
sim-data.mobile-data,MOH-baail DEH-taa
children.playground,kyaa khel kaa mai-DAAN hai
directions.south,DAK-shin
border-customs.how-long-may-i-stay,KIT-neh din RUK-neh kee i-JAA-zat hai
rail-station-words.ticket-validator,TI-kat panch ma-SHEEN
utility-templates.i-cannot-find,mu-JHEH {} na-HEEN mil ra-HAA
accessibility.speak-louder,za-RAA zor seh BOH-li-yeh
toilets.mens-toilet,PU-rush shaw-CHAA-lay
pronouns-verbs.would-like,CHAA-hi-yeh
question-words.some,kuchh
medical-conditions.this-is-my-medicine,yah MEH-ree da-VAA hai
pharmacy-symptoms.i-have-a-cough,mu-JHEH KHAAN-see hai
body-parts.skin,TVA-chaa
police-consulate.am-i-under-arrest,kyaa main gi-raf-TAAR hoon
weather.flood,baarh
numbers-money.y-w-n,das ha-ZAAR
atm-cash.is-there-a-minimum-for-cards,kaard keh li-YEH kam seh kam KIT-naa
sim-data.can-i-top-up-this-sim,kyaa is-MEIN ri-CHAARJ hoh sak-TAA hai
directions.east,poorv
border-customs.i-have-a-connecting-flight,MEH-ree AA-geh kee flaait hai
utility-templates.there-is-a-problem-with,{} mein DIK-kat hai
accessibility.visually-impaired,mu-JHEH ba-HUT kam di-KHAA-ee DEH-taa hai
toilets.womens-toilet,ma-hi-LAA shaw-CHAA-lay
pronouns-verbs.want,CHAAH-naa
question-words.very,ba-HUT
medical-conditions.please-give-me-sugar-or-juice,mu-JHEH CHEE-nee yaa joos DEE-ji-yeh
pharmacy-symptoms.antihistamine,e-LAR-jee kee da-VAA
police-consulate.no-thank-you-i-am-not-interested,na-HEEN dhan-ya-VAAD mu-JHEH na-HEEN CHAA-hi-yeh
weather.avalanche-risk,him-SKHA-lan kaa kha-TRAA
numbers-money.b-n,AA-dhaa
atm-cash.atm,ay-tee-EM
sim-data.top-up,ri-CHAARJ
directions.west,PASH-chim
border-customs.may-i-have-an-entry-stamp,kyaa pra-VESH kee MU-har mil sak-TEE hai
accessibility.take-your-arm,kyaa main AAP-kee baanh pa-KAR loon
toilets.drinking-water,PEE-neh kaa PAA-nee
pronouns-verbs.look-for,DHOONDH-naa
question-words.too,ba-HUT ZYAA-daa
medical-conditions.inject-it-into-my-outer-thigh,yah jaangh keh BAAH-ree HIS-seh mein la-GAA-i-yeh
pharmacy-symptoms.anti-diarrhea-medicine,dast kee da-VAA
police-consulate.someone-attacked-me,ki-SEE neh mujh par HAM-laa ki-YAA
atm-cash.banknote,not
sim-data.is-there-coverage-in,kyaa {} mein NET-vark AA-taa hai
border-customs.visa,VEE-zaa
accessibility.guide-dog,yah MEH-raa GAA-id dog hai
toilets.not-for-drinking,PEE-neh YOG-ya na-HEEN
pronouns-verbs.buy,kha-REED-naa
question-words.also,bhee
medical-conditions.my-blood-type-is,MEH-raa blud groop {} hai
pharmacy-symptoms.is-this-safe-to-take-with,kyaa yah {} keh saath LEH-naa theek hai
police-consulate.i-did-not-agree-to-this-price,MAIN-neh yah daam tay na-HEEN ki-YAA thaa
atm-cash.coin,SIK-kaa
sim-data.signal,SIG-nal
border-customs.i-have-no-food-or-plants,MEH-reh paas KHAA-naa yaa PAW-dheh na-HEEN hain
toilets.accessible-toilet,div-YAANG shaw-CHAA-lay
pronouns-verbs.like,pa-SAND HOH-naa
question-words.all-both,sab / DOH-non
medical-conditions.do-not-give-me,mu-JHEH {} na DEE-ji-yeh
pharmacy-symptoms.i-feel-dizzy,mu-JHEH CHAK-kar aa ra-HEH hain
police-consulate.please-write-the-report-number,ri-PORT NUM-bar likh DEE-ji-yeh
atm-cash.cash-only,sirf NA-kad
sim-data.esim,ee-SIM
border-customs.passport-control,PAAS-port jaanch
toilets.where-can-i-wash-my-hands,haath DHOH-neh kee JA-gah ka-HAAN hai
pronouns-verbs.need,za-ROO-rat hai
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,mu-JHEH ES-pi-rin aur aai-bu-PROH-fen seh e-LAR-jee hai
pharmacy-symptoms.ibuprofen,aai-bu-PROH-fen
police-consulate.it-happened-here,yah ya-HAAN hu-AA thaa
atm-cash.fee,fees
sim-data.prepaid,PREE-payd
border-customs.customs,SEE-maa shulk
toilets.can-i-flush-the-paper,kyaa KAA-gaz koh flash kar-NAA theek hai
medical-conditions.my-injector-is-in-my-bag,MEH-raa in-JEK-tar MEH-reh baig mein hai
pharmacy-symptoms.i-have-a-sore-throat,MEH-raa ga-LAA kha-RAAB hai
police-consulate.may-i-have-a-copy-of-the-report,kyaa ri-PORT kee KO-pee mil sak-TEE hai
atm-cash.change,BAA-kee PAI-seh
sim-data.roaming,ROH-ming
border-customs.baggage-claim,saa-MAAN PRAAP-ti
toilets.is-there-a-toilet-on-board,kyaa is-MEIN shaw-CHAA-lay hai
medical-conditions.i-am-allergic-to-sulfa-drugs,mu-JHEH SAL-faa da-VAA-on seh e-LAR-jee hai
pharmacy-symptoms.can-i-get-this-medicine-here,kyaa yah da-VAA ya-HAAN mil JAA-eh-gee
police-consulate.i-will-not-sign-anything-i-cannot-read,bi-NAA PAR-heh DAST-khat na-HEEN kar-NAA hai
atm-cash.exchange-rate,EKS-chenj ret
border-customs.customs-declaration,SEE-maa shulk GHOSH-naa
toilets.the-toilet-will-not-flush,flash kaam na-HEEN kar ra-HAA
pharmacy-symptoms.bandage,PAT-tee
police-consulate.am-i-free-to-go,kyaa mu-JHEH JAA-neh kee i-JAA-zat hai
atm-cash.bank,bank
border-customs.arrival-card,AAG-man PA-tra
toilets.baby-change,SHI-shu DEKH-bhaal kaksh
pharmacy-symptoms.the-pain-is-severe,dard ba-HUT tez hai
police-consulate.i-do-not-want-to-go-with-you,mu-JHEH AAP-keh saath na-HEEN JAA-naa hai
atm-cash.money-exchange,MA-nee EKS-chenj
border-customs.transit,TRAAN-zit
toilets.squat-toilet,BHAA-ra-tee-ya shaw-CHAA-lay
pharmacy-symptoms.antiseptic,en-tee-SEP-tik
atm-cash.pin,pin
border-customs.boarding-pass,BOR-ding paas
pharmacy-symptoms.i-feel-nauseous,MEH-raa jee mich-LAA ra-HAA hai
pharmacy-symptoms.i-have-a-rash,mu-JHEH raish hoh ga-YAA hai
pharmacy-symptoms.before-or-after-food,KHAA-neh seh PEH-leh yaa baad mein
pharmacy-symptoms.i-think-it-is-infected,LAG-taa hai is-MEIN in-FEK-shan hai
pharmacy-symptoms.motion-sickness-tablets,UL-tee kee GOH-lee
pharmacy-symptoms.i-have-a-cut,mu-JHEH kat la-GAA hai
pharmacy-symptoms.antacid,e-si-di-TEE kee da-VAA
pharmacy-symptoms.i-have-a-burn,ya-HAAN jal ga-YAA hai
pharmacy-symptoms.it-started-days-ago,{} din PEH-leh shu-ROO hu-AA
pharmacy-symptoms.cough-medicine,KHAAN-see kee da-VAA
pharmacy-symptoms.is-this-safe-during-pregnancy,kyaa yah gar-BHAA-vas-thaa mein theek hai
trail-transport.how-long-is-the-wait,KIT-nee der la-GEH-gee
tax-refund.is-tax-free-shopping-available,kyaa taiks-FREE kha-ree-DAA-ree HOH-tee hai
place-words.tourist-spot-sightseeing-area,PAR-ya-tan sthal
common-signs.open-operating,khu-LAA hai
time-scheduling.how-long-does-it-take,KIT-naa SA-may la-GEH-gaa
transit-rides.can-i-use-this-ticket,kyaa yah TI-kat cha-LEH-gaa
common-signs.closed,band hai
pronouns-verbs.there-is-have,hai
common-signs.stopped-stop,RU-ki-yeh
transit-rides.do-i-need-to-validate,kyaa TI-kat panch ka-RAA-naa pa-REH-gaa
pronouns-verbs.there-is-not-do-not-have,na-HEEN hai
emergency-medical.i-feel-unwell,MEH-ree ta-BEE-yat theek na-HEEN hai
food-ordering.what-do-you-recommend,ya-HAAN kyaa ACH-chhaa MIL-taa hai
hotel-basics.is-wi-fi-free,kyaa WAI-fai muft hai
hotel-requests.another-towel-please,ek aur TAW-li-yaa DEE-ji-yeh
shopping.is-there-a-discount,KOH-ee chhoot hai
social-basics.good-night,shubh RAA-tri
quick-responses.can-possible,hoh sak-TAA hai
phone-translation.please-type-it-and-show-me,taaip KAR-keh di-KHAA-i-yeh
phone-text-power.may-i-charge-my-phone-here,kyaa ya-HAAN fone chaarj kar loon
pronouns-verbs.want-to-verb,mu-JHEH (verb)-naa hai
emergency-medical.this-is-an-emergency,yah i-mar-JEN-see hai
lost-rescue.please-look-at-my-current-location,MEH-ree maw-JOO-daa JA-gah DEH-khi-yeh
hotel-words.luggage-storage,saa-MAAN ghar
hotel-basics.how-much-per-night,ek raat kaa KIT-naa
hotel-requests.what-time-is-check-out,chek-OWT KIT-neh BA-jeh hai
payment-receipt.please-write-the-number,NUM-bar likh DEE-ji-yeh
shopping.where-do-i-pay,PAI-seh ka-HAAN DEH-neh hain
communication.i-cannot-make-out-what-you-are-saying,AAP-kee baat sa-MAJH na-HEEN aa ra-HEE
quick-responses.cannot-not-possible,na-HEEN hoh sak-TAA
taxi.i-will-get-off-here,mu-JHEH ya-HAAN u-TAR-naa hai
pickup-meeting.please-call-a-taxi,TAIK-see bu-LAA DEE-ji-yeh
pronouns-verbs.want-thing,mu-JHEH (thing) CHAA-hi-yeh
emergency-medical.i-am-having-a-severe-allergic-reaction,mu-JHEH gam-BHEER e-LAR-jee hoh ra-HEE hai (e-naa-fi-LAIK-sis)
lost-rescue.my-child-is-missing,MEH-raa BACH-chaa gum hoh ga-YAA hai
food-ordering.water-please,PAA-nee DEE-ji-yeh
hiking-parks.is-this-trail-suitable-for-beginners,kyaa na-YEH LOH-gon keh li-YEH yah theek hai
hotel-basics.is-breakfast-included,kyaa NAASH-taa SHAA-mil hai
hotel-requests.can-i-check-in-early,kyaa JAL-dee chek-IN hoh sak-TAA hai
attractions-tickets.could-you-take-a-photo-for-us,za-RAA ha-MAA-ree FOH-toh leh DEE-ji-yeh
payment-receipt.how-much-in-total,kul KIT-naa hu-AA
shopping.i-will-take-this,mu-JHEH ya-HEE LEH-naa hai
communication.i-do-not-understand,mu-JHEH sa-MAJH na-HEEN AA-yaa
quick-responses.okay-fine,BIL-kul
phone-translation.please-look-at-the-screen,skreen DEH-khi-yeh
pronouns-verbs.need-thing,mu-JHEH (thing) kee za-ROO-rat hai
question-words.how-much-what-price,KIT-neh kaa hai
emergency-medical.i-cannot-breathe,mu-JHEH saans na-HEEN aa ra-HEE hai
lost-rescue.i-do-not-know-where-i-am,mu-JHEH na-HEEN pa-TAA main ka-HAAN hoon
hotel-basics.may-i-see-the-room,kyaa KAM-raa dekh loon
hotel-requests.another-night,kyaa ek raat aur mil sak-TEE hai
payment-receipt.can-we-pay-separately,kyaa a-LAG-a-LAG bil hoh sak-TAA hai
shopping.what-is-this,yah kyaa hai
communication.i-cannot-read-it,mu-JHEH yah PARH-naa na-HEEN AA-taa
quick-responses.no-good-not-allowed-will-not-work,na-HEEN HOH-gaa
pronouns-verbs.looking-for-thing,mu-JHEH (thing) kee ta-LAASH hai
emergency-medical.i-am-bleeding-badly,ba-HUT khoon bah ra-HAA hai
lost-rescue.my-friend-is-hurt,MEH-reh dost koh chot la-GEE hai
dietary-needs.does-it-contain-fish-stock,kyaa is-MEIN mach-LEE kaa SHOR-baa hai
hotel-basics.for-nights,{} raat keh li-YEH
hotel-requests.is-there-a-safe,kyaa LO-kar hai
payment-receipt.is-tax-included,kyaa taiks SHAA-mil hai
shopping.where-can-i-buy,{} ka-HAAN mi-LEH-gaa
emergency-medical.i-have-chest-pain,MEH-reh SEE-neh mein dard hai
lost-rescue.i-lost-my-wallet,MEH-raa ba-TU-aa khoh ga-YAA hai
hotel-basics.two-beds,doh a-LAG bed CHAA-hi-yeh
hotel-requests.another-blanket,ek aur KAM-bal DEE-ji-yeh
payment-receipt.my-card-was-declined,MEH-raa kaard na-HEEN cha-LAA
shopping.do-you-have-this-in-stock,kyaa yah stok mein hai
time-words.night,raat
emergency-medical.this-person-is-unconscious,yah VYAK-ti beh-HOSH hai
lost-rescue.i-lost-my-bag,MEH-raa baig khoh ga-YAA hai
food-ordering.can-a-vegetarian-eat-this,kyaa shaa-kaa-HAA-ree yah khaa sak-TAA hai
hotel-basics.is-there-air-conditioning,kyaa ay-SEE hai
hotel-requests.wake-up-call,mu-JHEH {} BA-jeh ja-GAA DEE-ji-yeh
payment-receipt.the-bill-is-wrong,LAG-taa hai bil mein GAL-tee hai
shopping.two-of-these,yeh doh DEE-ji-yeh
social-basics.okay-fine-i-am-okay,theek hai
emergency-medical.where-is-the-nearest-hospital,SAB-seh naz-DEE-kee as-pa-TAAL ka-HAAN hai
lost-rescue.where-is-lost-and-found,KHOH-yaa-PAA-yaa KEN-dra ka-HAAN hai
payment-receipt.i-already-paid,MAIN-neh PAI-seh deh di-YEH hain
shopping.what-is-it-made-of,yah kis cheez kaa ba-NAA hai
emergency-medical.what-is-the-emergency-number,i-mar-JEN-see NUM-bar kyaa hai
lost-rescue.i-cannot-find-my-hotel,mu-JHEH AP-naa HOH-tal na-HEEN mil ra-HAA hai
emergency-medical.is-there-a-doctor-who-speaks-english,kyaa KOH-ee DOK-tar an-GREH-zee BOL-taa hai
lost-rescue.i-left-it-on-the-train,yah tren mein chhoot ga-YAA
dietary-needs.i-have-a-severe-allergy-to,mu-JHEH {} seh gam-BHEER e-LAR-jee hai
emergency-medical.i-think-a-bone-is-broken,LAG-taa hai HAD-dee toot ga-EE hai
lost-rescue.i-cannot-get-down,main NEE-cheh na-HEEN u-TAR sak-TAA
emergency-medical.please-call-my-emergency-contact,MEH-reh i-mar-JEN-see NUM-bar par fone KEE-ji-yeh
emergency-medical.i-have-travel-insurance,MEH-raa YAA-traa BEE-maa hai
dietary-needs.no-pork,SOO-ar kaa maans na-HEEN
dietary-needs.is-this-halal,kyaa yah ha-LAAL hai
