concept_id,respell
sim-data.mobile-data,lyoh-lyahng
children.playground,yoh are-tong yoh-luh-chyoo ma
border-customs.how-long-may-i-stay,waw kuh-yee teeng-lyoh dwaw-jyoh
directions.south,nahn
utility-templates.i-cannot-find,waw jaow boo dow {}
pronouns-verbs.would-like,shyahng
question-words.some,ee-shyeh
numbers-money.y-w-n,yee-wahn
toilets.mens-toilet,nahn tsuh-swaw
accessibility.speak-louder,cheeng dah-shung ee-dyen
medical-conditions.this-is-my-medicine,juh shir waw duh yow
pharmacy-symptoms.i-have-a-cough,waw kuh-soh
police-consulate.am-i-under-arrest,waw bay dye-boo luh ma
body-parts.skin,pee-foo
weather.flood,hong-shway
atm-cash.is-there-a-minimum-for-cards,shwah-kah yoh dzway-dee jeen-uh ma
sim-data.can-i-top-up-this-sim,juh jahng kah nung chohng-jir ma
border-customs.i-have-a-connecting-flight,waw yow jwahn-jee
directions.east,dong
utility-templates.there-is-a-problem-with,{} yoh wun-tee
pronouns-verbs.want,yow
question-words.very,hun
numbers-money.b-n,bahn
toilets.womens-toilet,nyoo tsuh-swaw
accessibility.visually-impaired,waw yoh shir-lee jahng-eye
medical-conditions.please-give-me-sugar-or-juice,cheeng gay waw tahng hwaw gwaw-jir
pharmacy-symptoms.antihistamine,kahng gwaw-min yow
police-consulate.no-thank-you-i-am-not-interested,"boo yong, syeh-syeh"
weather.avalanche-risk,shweh-bung way-shyen
atm-cash.atm,dzuh-dong chyoo-kwahn-jee
sim-data.top-up,chohng-jir
border-customs.may-i-have-an-entry-stamp,kuh-yee gye roo-jeeng-jahng ma
directions.west,shee
pronouns-verbs.look-for,jaow
question-words.too,tye
numbers-money.yu-n,ywen
toilets.drinking-water,een-yong-shway
accessibility.take-your-arm,kuh-yee foo neen duh show-bee ma
medical-conditions.inject-it-into-my-outer-thigh,cheeng joo-shuh dow dah-tway wye-tsuh
pharmacy-symptoms.anti-diarrhea-medicine,jir-syeh-yow
police-consulate.someone-attacked-me,yoh run dah luh waw
atm-cash.banknote,chaow-pyow
sim-data.is-there-coverage-in,{} yoh sheen-how ma
border-customs.visa,chyen-jung
pronouns-verbs.buy,mye
question-words.also,yeh
numbers-money.ku-i,kwye
toilets.not-for-drinking,fay een-yong-shway
accessibility.guide-dog,juh shir waw duh dow-mahng-chwan
medical-conditions.my-blood-type-is,waw duh shweh-syeeng shir {}
pharmacy-symptoms.is-this-safe-to-take-with,juh-guh nung huh {} ee-chee chih ma
police-consulate.i-did-not-agree-to-this-price,waw may tong-ee juh-guh jyah-guh
atm-cash.coin,eeng-bee
sim-data.signal,sheen-how
border-customs.i-have-no-food-or-plants,waw may dye shir-peen huh jir-woo
pronouns-verbs.like,syee-hwahn
question-words.all-both,doh
toilets.accessible-toilet,woo-jahng-eye way-shung-jyen
medical-conditions.do-not-give-me,cheeng boo yow gay waw yong {}
pharmacy-symptoms.i-feel-dizzy,waw toh-yoon
police-consulate.please-write-the-report-number,cheeng syeh shyah ahn-jyen byen-how
atm-cash.cash-only,jir show shyen-jeen
sim-data.esim,ee-sim
border-customs.passport-control,byen-fahng jyen-chah
pronouns-verbs.need,syoo-yow
toilets.where-can-i-wash-my-hands,nah-lee kuh-yee syee-show
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,waw dway ah-suh-pee-leen huh boo-lwaw-fun gwaw-min
pharmacy-symptoms.ibuprofen,boo-lwaw-fun
police-consulate.it-happened-here,jyoh dzye juh-lee fah-shung duh
atm-cash.fee,show-syoo-fay
sim-data.prepaid,yew-foo-fay
border-customs.customs,hi-gwan
toilets.can-i-flush-the-paper,way-shung-jir nung chohng-dyow ma
medical-conditions.my-injector-is-in-my-bag,shun-shahng-shyen-soo bee dzye waw baow lee
pharmacy-symptoms.i-have-a-sore-throat,waw hoh-long tung
police-consulate.may-i-have-a-copy-of-the-report,nung gay waw ee fun foo-een-jyen ma
atm-cash.change,jaow-leeng
sim-data.roaming,mahn-yoh
border-customs.baggage-claim,sheeng-lee tee-chyoo
toilets.is-there-a-toilet-on-board,chuh shahng yoh tsuh-swaw ma
medical-conditions.i-am-allergic-to-sulfa-drugs,waw dway hwahng-ahn lay yow gwaw-min
pharmacy-symptoms.can-i-get-this-medicine-here,juh-lee yoh juh jong yow ma
police-consulate.i-will-not-sign-anything-i-cannot-read,waw kahn boo dong duh dong-shee boo chyen
atm-cash.exchange-rate,hway-lyoo
border-customs.customs-declaration,hi-gwan shun-baow
toilets.the-toilet-will-not-flush,mah-tong chohng boo shyah-chyoo
pharmacy-symptoms.bandage,bung-dye
police-consulate.am-i-free-to-go,waw kuh-yee dzoh luh ma
atm-cash.bank,een-hahng
border-customs.arrival-card,roo-jeeng dung-jee-kah
toilets.baby-change,moo-eeng-shir
pharmacy-symptoms.the-pain-is-severe,tung duh hun lee-hye
police-consulate.i-do-not-want-to-go-with-you,waw boo shyahng gun nee dzoh
atm-cash.money-exchange,wye-bee dway-hwahn
border-customs.transit,jong-jwahn
toilets.squat-toilet,doon-byen-chee
pharmacy-symptoms.antiseptic,shyaow-doo-yeh
atm-cash.pin,mee-mah
border-customs.boarding-pass,dung-jee-pye
pharmacy-symptoms.i-feel-nauseous,waw shyahng too
pharmacy-symptoms.i-have-a-rash,waw chee jun-dzuh luh
pharmacy-symptoms.before-or-after-food,fahn chyen hye-shir fahn hoh
pharmacy-symptoms.i-think-it-is-infected,how-shyahng gahn-rahn luh
pharmacy-symptoms.motion-sickness-tablets,yoon-chuh-yow
pharmacy-symptoms.i-have-a-cut,waw guh-shahng luh
pharmacy-symptoms.antacid,kahng-swahn-yow
pharmacy-symptoms.i-have-a-burn,waw tahng-shahng luh
pharmacy-symptoms.it-started-days-ago,{} tyen chyen kye-shir duh
pharmacy-symptoms.cough-medicine,jir-kuh-yow
pharmacy-symptoms.is-this-safe-during-pregnancy,hwye-yoon nung chih ma
trail-transport.how-long-is-the-wait,yow dung dwaw-jyoh
tax-refund.is-tax-free-shopping-available,kuh-yee myen-shway goh-woo ma
place-words.tourist-spot-sightseeing-area,jeeng-dyen
common-signs.open-operating,eeng-yeh jong
time-scheduling.how-long-does-it-take,yow dwaw-jyoh
transit-rides.can-i-use-this-ticket,juh jahng pyow nung yong ma
common-signs.closed,shyoh-shee jong
pronouns-verbs.there-is-have,yoh
common-signs.stopped-stop,teeng
pronouns-verbs.there-is-not-do-not-have,may-yoh
emergency-medical.i-feel-unwell,waw boo shoo-foo
food-ordering.what-do-you-recommend,yoh shun-muh tway-jyen
hotel-basics.is-wi-fi-free,wee-fye myen-fay ma
hotel-requests.another-towel-please,cheeng dzye gay ee tyaow maow-jeen
numbers-money.2-items,lyahng guh
shopping.is-there-a-discount,nung dah-juh ma
social-basics.good-night,wahn-ahn
quick-responses.can-possible,kuh-yee
phone-translation.please-type-it-and-show-me,cheeng dah choo-lye gay waw kahn
phone-text-power.may-i-charge-my-phone-here,kuh-yee dzye juh-lee chohng-dyen ma
pronouns-verbs.want-to-verb,shyahng
emergency-medical.this-is-an-emergency,juh shir jeen-jee cheeng-kwahng
lost-rescue.please-look-at-my-current-location,cheeng kahn waw shyen-dzye duh way-jir
hotel-words.luggage-storage,sheeng-lee jee-tswun
hotel-basics.how-much-per-night,ee wahn dwaw-shaow chyen
hotel-requests.what-time-is-check-out,jee dyen tway-fahng
payment-receipt.please-write-the-number,cheeng syeh shoo-dzuh
shopping.where-do-i-pay,dzye nah-lee foo chyen
communication.i-cannot-make-out-what-you-are-saying,waw teeng boo cheeng-choo
quick-responses.cannot-not-possible,boo kuh-yee
taxi.i-will-get-off-here,waw dzye juh-lee shyah chuh
pickup-meeting.please-call-a-taxi,cheeng bahng waw jyaow choo-dzoo-chuh
pronouns-verbs.want-thing,yow
emergency-medical.i-am-having-a-severe-allergic-reaction,waw choo-shyen yen-jong gwaw-min fahn-eeng
lost-rescue.my-child-is-missing,waw duh hye-dzuh boo jyen luh
food-ordering.water-please,cheeng gay waw ee bay shway
hiking-parks.is-this-trail-suitable-for-beginners,juh tyaow loo shir-huh sheen-show ma
hotel-basics.is-breakfast-included,hahn dzow-tsahn ma
hotel-requests.can-i-check-in-early,kuh-yee dzow-dyen roo-joo ma
attractions-tickets.could-you-take-a-photo-for-us,nung bahng waw-men pie jahng jow ma
payment-receipt.how-much-in-total,ee-gong dwaw-shaow chyen
shopping.i-will-take-this,juh-guh waw yow luh
communication.i-do-not-understand,waw boo dong
quick-responses.okay-fine,syeeng
phone-translation.please-look-at-the-screen,cheeng kahn peeng-moo
pronouns-verbs.need-thing,syoo-yow
question-words.how-much-what-price,dwaw-shaow chyen
emergency-medical.i-cannot-breathe,waw chwahn boo shahng chee
lost-rescue.i-do-not-know-where-i-am,waw boo zhih-dow waw dzye nah-lee
hotel-basics.may-i-see-the-room,kuh-yee kahn-kahn fahng-jyen ma
hotel-requests.another-night,kuh-yee dzye joo ee wahn ma
payment-receipt.can-we-pay-separately,kuh-yee fun-kye foo ma
shopping.what-is-this,juh shir shun-muh
communication.i-cannot-read-it,waw kahn boo dong juh-guh
quick-responses.no-good-not-allowed-will-not-work,boo syeeng
taxi.please-get-me-there-in-time-for-the-shinkansen,"waw yow gahn sheen-gahn-shyen, cheeng kwye dyen"
pronouns-verbs.looking-for-thing,jaow
emergency-medical.i-am-bleeding-badly,waw lyoh-shweh boo jir
lost-rescue.my-friend-is-hurt,waw pung-yoh show-shahng luh
dietary-needs.does-it-contain-fish-stock,tahng-dee shir yoo dzwaw duh ma
hotel-basics.for-nights,joo {} wahn
hotel-requests.is-there-a-safe,yoh baow-shyen-shyahng ma
payment-receipt.is-tax-included,hahn shway ma
shopping.where-can-i-buy,nah-lee kuh-yee mye {}
emergency-medical.i-have-chest-pain,waw shyong-koh tung
lost-rescue.i-lost-my-wallet,waw duh chyen-baow dyoh luh
hotel-basics.two-beds,yow lyahng jahng chwahng
hotel-requests.another-blanket,cheeng dzye gay ee tyaow tahn-dzuh
payment-receipt.my-card-was-declined,waw duh kah shwah boo lyaow
shopping.do-you-have-this-in-stock,yoh hwaw ma
time-words.night,yeh-lee
emergency-medical.this-person-is-unconscious,juh-guh run hoon-mee luh
lost-rescue.i-lost-my-bag,waw duh baow dyoh luh
food-ordering.can-a-vegetarian-eat-this,chih soo duh nung chih ma
hotel-basics.is-there-air-conditioning,yoh kohng-tyaow ma
hotel-requests.wake-up-call,cheeng {} jyaow waw chee-chwahng
payment-receipt.the-bill-is-wrong,jahng-dahn how-shyahng boo dway
shopping.two-of-these,juh-guh yow lyahng guh
social-basics.okay-fine-i-am-okay,waw may shir
emergency-medical.where-is-the-nearest-hospital,dzway-jeen duh ee-ywen dzye nah-lee
lost-rescue.where-is-lost-and-found,shir-woo jaow-leeng-choo dzye nah-lee
payment-receipt.i-already-paid,waw ee-jeeng foo luh
shopping.what-is-it-made-of,juh shir shun-muh dzwaw duh
emergency-medical.what-is-the-emergency-number,jee-jyoh dyen-hwah shir dwaw-shaow
lost-rescue.i-cannot-find-my-hotel,waw jaow boo dow waw duh jyoh-dyen
emergency-medical.is-there-a-doctor-who-speaks-english,yoh hway shwaw eeng-yoo duh ee-shung ma
lost-rescue.i-left-it-on-the-train,waw wahng dzye hwaw-chuh shahng luh
dietary-needs.i-have-a-severe-allergy-to,waw dway {} yen-jong gwaw-min
communication.please-write-it-in-roman-letters,cheeng syeh peen-een
emergency-medical.i-think-a-bone-is-broken,waw kuh-nung goo-juh luh
lost-rescue.i-cannot-get-down,waw shyah boo chyoo luh
emergency-medical.please-call-my-emergency-contact,cheeng dah gay waw duh jeen-jee lyen-shee-run
emergency-medical.i-have-travel-insurance,waw yoh lyoo-syeeng baow-shyen
numbers-money.yen,rih-ywen
numbers-money.yen-symbol,rih-ywen
transit-rides.do-i-need-to-validate,shahng chuh chyen syoo-yow yen-pyow ma
rail-station-words.ticket-validator,jah-jee
dietary-needs.no-pork,boo yow joo-roh
dietary-needs.is-this-halal,juh-guh shir cheeng-jun duh ma
