concept_id,respell
accessibility.speak-louder,seen noy taw huhn
toilets.mens-toilet,nyah vay sing nahm
pronouns-verbs.would-like,chaw toy
question-words.some,moht vigh
medical-conditions.this-is-my-medicine,digh lah too-uk koo-uh toy
pharmacy-symptoms.i-have-a-cough,toy bee haw
body-parts.skin,zah
police-consulate.am-i-under-arrest,toy kaw bee bat khohng ah?
weather.flood,loo loot
numbers-money.y-w-n,muh-oy ngeen
atm-cash.is-there-a-minimum-for-cards,teh kaw muhk toy tee-oh khohng ah?
sim-data.can-i-top-up-this-sim,nahp tee-un seem nigh duh-uk khohng ah?
directions.east,dohng
border-customs.i-have-a-connecting-flight,toy kaw chwee-un bigh noy
utility-templates.there-is-a-problem-with,{} kaw vuhn day ah
accessibility.visually-impaired,toy bee khee-um tee
toilets.womens-toilet,nyah vay sing nuh
pronouns-verbs.want,moo-un
question-words.very,ruht
medical-conditions.please-give-me-sugar-or-juice,seen chaw toy duh-ung hwak nuh-uk ngawt
pharmacy-symptoms.antihistamine,too-uk chohng zee uhng
police-consulate.no-thank-you-i-am-not-interested,"khohng, kahm uhn. toy khohng kwahn tuhm"
weather.avalanche-risk,ngwee kuh luh twee-ut
numbers-money.b-n,moht nuh-uh
atm-cash.atm,migh ah-tay-em
sim-data.top-up,nahp tee-un
directions.west,tigh
border-customs.may-i-have-an-entry-stamp,chaw toy seen zoh nyuhp kang ah
accessibility.take-your-arm,chaw toy veen tigh duh-uk khohng ah?
toilets.drinking-water,nuh-uk oo-ung
pronouns-verbs.look-for,teem
question-words.too,kwah
medical-conditions.inject-it-into-my-outer-thigh,tee-um vow mat ngwigh doo-ee toy
pharmacy-symptoms.anti-diarrhea-medicine,too-uk kuhm tee-oh chigh
police-consulate.someone-attacked-me,kaw nguh-oy hang hoong toy
atm-cash.banknote,tuh tee-un
sim-data.is-there-coverage-in,uh {} kaw sawng khohng ah?
border-customs.visa,tee tuhk
accessibility.guide-dog,digh lah chaw zuhn duh-ung koo-uh toy
toilets.not-for-drinking,nuh-uk khohng oo-ung duh-uk
pronouns-verbs.buy,moo-uh
question-words.also,koong
medical-conditions.my-blood-type-is,nyawm mow koo-uh toy lah {}
pharmacy-symptoms.is-this-safe-to-take-with,oo-ung choong vuh-ee {} duh-uk khohng ah?
police-consulate.i-did-not-agree-to-this-price,toy khohng dohng ee zah nigh
atm-cash.coin,tee-un soo
sim-data.signal,sawng
border-customs.i-have-no-food-or-plants,toy khohng mahng tuhk fuhm high kigh
toilets.accessible-toilet,nyah vay sing nguh-oy khwee-ut tuht
pronouns-verbs.like,tik
question-words.all-both,tuht kah
medical-conditions.do-not-give-me,duhng chaw toy zoong {}
pharmacy-symptoms.i-feel-dizzy,toy bee chawng mat
police-consulate.please-write-the-report-number,seen gee soh bee-un bahn
atm-cash.cash-only,chee nyuhn tee-un mat
sim-data.esim,ee-seem
border-customs.passport-control,nyuhp kang
toilets.where-can-i-wash-my-hands,toy ruh-uh tigh uh doh duh-uk ah?
pronouns-verbs.need,kuhn
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,toy zee uhng as-pee-reen vah ee-boo-praw-fen
pharmacy-symptoms.ibuprofen,ee-boo-praw-fen
police-consulate.it-happened-here,vee-uk sigh rah uh digh
atm-cash.fee,fee
sim-data.prepaid,chah chuh-uk
border-customs.customs,high kwahn
toilets.can-i-flush-the-paper,baw zigh vow bohn koh duh-uk khohng ah?
medical-conditions.my-injector-is-in-my-bag,boot tee-um koo-uh toy uh chawng too-ee
pharmacy-symptoms.i-have-a-sore-throat,toy bee dow hawng
police-consulate.may-i-have-a-copy-of-the-report,chaw toy seen bahn sow bee-un bahn ah
atm-cash.change,tee-un tuh-uh
sim-data.roaming,chwee-un voong
border-customs.baggage-claim,nyuhn hang lee
toilets.is-there-a-toilet-on-board,chayn seh kaw nyah vay sing khohng ah?
medical-conditions.i-am-allergic-to-sulfa-drugs,toy zee uhng too-uk soon-fah
pharmacy-symptoms.can-i-get-this-medicine-here,uh digh kaw too-uk nigh khohng ah?
police-consulate.i-will-not-sign-anything-i-cannot-read,toy khohng kee zigh tuh ming khohng dawk duh-uk
atm-cash.exchange-rate,tee zah
border-customs.customs-declaration,tuh khigh high kwahn
toilets.the-toilet-will-not-flush,bohn koh khohng sah nuh-uk duh-uk
pharmacy-symptoms.bandage,bang gahk
police-consulate.am-i-free-to-go,toy duh-uk vay chuh-uh ah?
atm-cash.bank,nguhn hahng
border-customs.arrival-card,tuh khigh nyuhp kang
toilets.baby-change,fawng tigh tah
pharmacy-symptoms.the-pain-is-severe,toy dow zuh zoy
police-consulate.i-do-not-want-to-go-with-you,toy khohng moo-un dee koong
atm-cash.money-exchange,doy ngwigh tay
border-customs.transit,kwah kang
toilets.squat-toilet,bohn koh sohm
pharmacy-symptoms.antiseptic,too-uk saht choong
atm-cash.pin,mah peen
border-customs.boarding-pass,teh layn migh bigh
pharmacy-symptoms.i-feel-nauseous,toy boo-un nohn
pharmacy-symptoms.i-have-a-rash,toy bee noy muhn
pharmacy-symptoms.before-or-after-food,oo-ung chuh-uk high sow khee an ah?
pharmacy-symptoms.i-think-it-is-infected,toy ngee naw bee nyee-um choong
pharmacy-symptoms.motion-sickness-tablets,too-uk chohng sigh seh
pharmacy-symptoms.i-have-a-cut,toy kaw vayt kat
pharmacy-symptoms.antacid,too-uk dow zah zigh
pharmacy-symptoms.i-have-a-burn,toy bee bawng
pharmacy-symptoms.it-started-days-ago,bee tuh {} ngigh chuh-uk
pharmacy-symptoms.cough-medicine,too-uk haw
pharmacy-symptoms.is-this-safe-during-pregnancy,dahng mahng tigh oo-ung duh-uk khohng ah?
trail-transport.how-long-is-the-wait,figh chuh bow loh ah?
tax-refund.is-tax-free-shopping-available,uh digh kaw hwahn tway vaht khohng ah?
place-words.tourist-spot-sightseeing-area,khoo zoo lik
common-signs.open-operating,dahng hwaht dohng
time-scheduling.how-long-does-it-take,muht bow loh ah?
transit-rides.can-i-use-this-ticket,veh nigh zoong duh-uk khohng ah?
common-signs.closed,dawng kuh-uh
pronouns-verbs.there-is-have,kaw
common-signs.stopped-stop,zuhng
transit-rides.do-i-need-to-validate,kaw kuhn kwet veh chuh-uk khohng ah?
pronouns-verbs.there-is-not-do-not-have,khohng kaw
emergency-medical.i-feel-unwell,toy tigh khohng khweh
food-ordering.what-do-you-recommend,nayn goy mawn zee ah?
hotel-basics.is-wi-fi-free,wai-fai kaw mee-un fee khohng ah?
hotel-requests.another-towel-please,chaw toy taym khan tam ah
shopping.is-there-a-discount,kaw zahm zah khohng ah?
social-basics.good-night,chook ngoo ngawn
quick-responses.can-possible,kaw tay
phone-translation.please-type-it-and-show-me,seen gaw rah roy chaw toy sem
phone-text-power.may-i-charge-my-phone-here,sahk nyuh uh digh duh-uk khohng ah?
pronouns-verbs.want-to-verb,moo-un + dohng tuh
emergency-medical.this-is-an-emergency,digh lah chuh-ung huhp khuhn kuhp
lost-rescue.please-look-at-my-current-location,seen sem vee chee hee-un tigh koo-uh toy
hotel-words.luggage-storage,guh-ee hang lee
hotel-basics.how-much-per-night,moht daym bow nyee-oh tee-un ah?
hotel-requests.what-time-is-check-out,migh zuh figh chah fawng ah?
payment-receipt.please-write-the-number,seen gee soh rah zigh
shopping.where-do-i-pay,chah tee-un uh doh ah?
communication.i-cannot-make-out-what-you-are-saying,toy khohng ngeh raw
quick-responses.cannot-not-possible,khohng tay
taxi.i-will-get-off-here,chaw toy soo-ung digh
pickup-meeting.please-call-a-taxi,seen goy tak-see zoop toy
pronouns-verbs.want-thing,moo-un + doh vuht
emergency-medical.i-am-having-a-severe-allergic-reaction,toy bee sohk fahn vay
lost-rescue.my-child-is-missing,kawn toy bee lahk
food-ordering.water-please,chaw toy nuh-uk ah
hiking-parks.is-this-trail-suitable-for-beginners,duh-ung nigh huhp vuh-ee nguh-oy muh-ee khohng ah?
hotel-basics.is-breakfast-included,kaw bow gohm buh-uh sahng khohng ah?
hotel-requests.can-i-check-in-early,nyuhn fawng suhm duh-uk khohng ah?
attractions-tickets.could-you-take-a-photo-for-us,choop zoop moht tuhm duh-uk khohng ah?
payment-receipt.how-much-in-total,tohng kohng bow nyee-oh ah?
shopping.i-will-take-this,toy ligh kigh nigh
communication.i-do-not-understand,toy khohng hee-oh
quick-responses.okay-fine,duh-uk roy
phone-translation.please-look-at-the-screen,seen nyeen mahn hing
pronouns-verbs.need-thing,kuhn + doh vuht
question-words.how-much-what-price,bow nyee-oh tee-un
emergency-medical.i-cannot-breathe,toy khohng tuh duh-uk
lost-rescue.i-do-not-know-where-i-am,toy khohng bee-ut ming dahng uh doh
hotel-basics.may-i-see-the-room,chaw toy sem fawng ah
hotel-requests.another-night,uh taym moht daym duh-uk khohng ah?
payment-receipt.can-we-pay-separately,chah ree-ung duh-uk khohng ah?
shopping.what-is-this,kigh nigh lah zee ah?
communication.i-cannot-read-it,toy khohng dawk duh-uk
quick-responses.no-good-not-allowed-will-not-work,khohng duh-uk doh
pronouns-verbs.looking-for-thing,dahng teem + doh vuht
emergency-medical.i-am-bleeding-badly,toy chigh mow nyee-oh
lost-rescue.my-friend-is-hurt,bahn toy bee tuh-ung
dietary-needs.does-it-contain-fish-stock,mawn nigh kaw nuh-uk mam khohng ah?
hotel-basics.for-nights,uh {} daym
hotel-requests.is-there-a-safe,kaw ket sat khohng ah?
payment-receipt.is-tax-included,dah gohm tway chuh-uh ah?
shopping.where-can-i-buy,moo-uh {} uh doh ah?
emergency-medical.i-have-chest-pain,toy bee dow nguhk
lost-rescue.i-lost-my-wallet,toy muht vee
hotel-basics.two-beds,chaw toy fawng high zuh-ung ah
hotel-requests.another-blanket,chaw toy taym chan ah
payment-receipt.my-card-was-declined,teh koo-uh toy bee tuh choy
shopping.do-you-have-this-in-stock,kawn hahng khohng ah?
time-words.night,bahn daym
emergency-medical.this-person-is-unconscious,nguh-oy nigh buht ting
lost-rescue.i-lost-my-bag,toy muht too-ee sak
food-ordering.can-a-vegetarian-eat-this,nguh-oy an chigh an duh-uk khohng ah?
hotel-basics.is-there-air-conditioning,kaw dee-oh hwah khohng ah?
hotel-requests.wake-up-call,seen goy toy zigh look {}
payment-receipt.the-bill-is-wrong,hwah duhn hing nyuh nyuhm ah
shopping.two-of-these,chaw toy high kigh ah
social-basics.okay-fine-i-am-okay,toy ohn
emergency-medical.where-is-the-nearest-hospital,bayng vee-un guhn nyuht uh doh ah?
lost-rescue.where-is-lost-and-found,choh nyuhn doh tuht lahk uh doh ah?
payment-receipt.i-already-paid,toy chah roy ah
shopping.what-is-it-made-of,kigh nigh lahm bang zee ah?
emergency-medical.what-is-the-emergency-number,soh khuhn kuhp lah soh migh ah?
lost-rescue.i-cannot-find-my-hotel,toy khohng teem duh-uk khak sahn
emergency-medical.is-there-a-doctor-who-speaks-english,kaw bahk see noy tee-ung ang khohng ah?
lost-rescue.i-left-it-on-the-train,toy day kwayn chayn tow
dietary-needs.i-have-a-severe-allergy-to,toy bee zee uhng nang vuh-ee {}
emergency-medical.i-think-a-bone-is-broken,toy ngee bee gigh suh-ung
lost-rescue.i-cannot-get-down,toy khohng soo-ung duh-uk
emergency-medical.please-call-my-emergency-contact,seen goy nguh-oy lee-un hay khuhn kuhp koo-uh toy
emergency-medical.i-have-travel-insurance,toy kaw bow hee-um zoo lik
numbers-money.dong,dohng
numbers-money.dong-symbol,dohng
dietary-needs.no-pork,khohng teet luhn
dietary-needs.is-this-halal,digh kaw figh doh hah-lahl khohng ah?
